,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.11682383,-0.34431916,0.3574901,-0.32078156,-0.11487056,0.035705738,-0.18020384,0.02177521,-0.2564105,-0.19040339,-0.10889174,0.29534152,-0.34838542,-0.17669657,-0.15520093,0.008278721,-0.29867357,0.079848185,0.11725166,0.13614641,-0.2732696,0.0074743135,-0.19828214,0.14994523,0.19529355,0.15629104,0.014669476,0.042960636,0.4628217,-0.06970846,0.22155556,0.12986495
1,-0.16586852,-0.25493357,-0.04971585,0.22888225,-0.27341175,-0.1596299,-0.02036725,0.04032277,0.11147987,-0.12649918,-0.16306238,-0.18967792,0.4006392,-0.111007005,0.0075025377,-0.17088586,0.5263463,0.11165996,-0.10395859,-0.037619375,0.31968772,0.23699236,0.08336017,-0.22768527,-0.19007687,-0.02312021,-0.23162587,-0.26653948,0.06473774,0.00681657,-0.045819383,-0.052722454
2,0.087348096,-0.19058186,-0.0814943,0.22266501,-0.07512566,-0.011060447,0.17797361,-0.1337931,-0.27409157,-0.076426715,0.018040888,-0.35015285,0.109499075,-0.09912848,0.034665246,-0.14064977,0.066712156,-0.18226802,-0.07188347,0.027166426,0.016318863,0.014694716,-0.16185784,-0.35128015,-0.11755217,-0.29429656,0.041438248,0.26772723,0.028787741,-0.109263115,0.12834372,0.16251013
3,0.12170225,-0.17973702,-0.11051136,0.24571215,-0.014573507,-0.043936573,0.011249385,0.060466707,-0.028306361,0.047509797,0.33255175,-0.1970628,-0.105604716,-0.2522065,-0.0780511,0.10507559,0.050454337,0.11111693,-0.15201294,0.18503079,-0.04152502,-0.2064824,0.18285194,-0.004475062,-0.1563525,0.18235333,-0.18906249,0.16825211,-0.18410465,-0.19999461,-8.6031076e-05,-0.1209453
4,-0.2952892,-0.2407284,0.2617136,0.074088,0.317235,0.053752206,0.10176025,-0.1798162,0.11833913,0.26042724,-0.15056618,0.023185352,-0.16525397,-0.15456095,0.009637428,-0.30392632,-0.060375858,-0.22348647,-0.41914856,0.20817769,-0.0697555,-0.20507148,-0.024033954,-0.27213305,-0.18818541,0.024942603,-0.37543896,0.12127522,-0.3498803,0.20693085,-0.01380009,-0.40499172
5,0.12404743,-0.03272676,-0.2876466,-0.19005406,-0.31206113,-0.08074968,0.11377263,0.026377253,-0.41288996,-0.09810161,0.0047108796,-0.049608245,-0.17441323,0.5370011,-0.028230991,0.17222889,0.25832283,-0.102140754,-0.15820274,-0.017918253,0.11204126,0.051501986,-0.0006610729,-0.11309226,0.038424436,0.07414101,-0.1368648,0.17389472,0.35677248,-0.0030581008,0.012827479,-0.19687267
6,-0.20953667,-0.1441377,-0.058947966,-0.36374468,-0.28139833,0.13177884,0.46823195,-0.3591847,-0.020066038,-0.2931272,0.56951344,-0.42098162,0.295017,0.29954216,0.012810147,-0.024697438,-0.08611648,0.037792012,-0.19005194,-0.11092718,0.21622722,-0.15597841,-0.0029719577,-0.060900643,-0.32813913,0.14875774,-0.0406898,0.29421297,-0.1977505,0.4037782,-0.2276164,-0.016858386
7,-0.20531394,-0.12205332,0.13131596,0.042620618,0.026886178,-0.3419112,0.031304624,-0.30396426,0.10615737,-0.102050446,-0.04123582,0.0041859765,0.14790826,0.3278302,0.26211306,-0.06487391,0.021194445,0.5662711,0.45307106,-0.2449186,-0.2884102,-0.17058685,0.17445783,0.034890268,-0.17295694,-0.34934822,0.12038081,0.092631176,-0.13130751,-0.19315681,0.5872626,-0.16904989
8,0.67296785,-0.15591863,0.13822861,0.016112855,-0.03407223,-0.29171672,-0.11895801,-0.30078536,-0.08274672,-0.020736458,0.050261408,0.1727108,-0.3078615,-0.094565764,0.525974,0.67674387,-0.21215007,0.60253364,0.31295517,-0.016815368,-0.16649172,0.7978683,0.47891593,0.22059526,0.1403018,0.11828848,0.6065749,0.73666894,0.035403118,0.252731,0.42671937,-0.25167218
9,0.15515786,-0.06533346,0.013310717,-0.2764966,0.2523735,0.07468159,-0.28805038,0.008539831,0.22581089,0.18232925,-0.28016633,-0.09825705,-0.374144,0.055732768,-0.12937701,0.0010340848,0.04553751,0.057289902,0.1130109,-0.085690565,-0.27718592,0.32536766,0.0323627,0.019190755,0.13794746,-0.17967401,0.20022842,-0.097351804,0.08620604,-0.32998395,-0.33410662,0.3392707
