,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.15001214,-0.3666988,-0.2887994,-0.13879569,0.1782078,-0.14968249,-0.2861066,0.15919016,-0.18924014,-0.33885098,0.0961908,-0.17334606,-0.20698896,-0.051562954,-0.032916967,-0.027044097,0.28213653,0.063910924,0.13566448,-0.028551785,0.2581939,0.21288769,0.124318995,0.027063608,0.11588353,0.088295035,0.23631403,-0.2986738,0.42566755,-0.21772523,-0.091104895,-0.28948417,-0.097140715,0.017477397,0.12994012,0.12597536,-0.18026358,0.40386066,0.11124709,-0.13879208,-0.3772671,0.07379454,-0.08111063,-0.09412516,0.0023519506,-0.15107307,0.16022292,-0.10479581,-0.035097443,-0.13784587,0.045025464,0.04626093,-0.10431961,0.27091134,-0.05305401,-0.07356799,0.13232973,-0.43831593,0.105033554,0.3643906,-0.01240192,-0.23601376,0.0675381,-0.112440966
1,-0.39081624,-0.071226195,-0.36418706,0.18245895,0.17294767,0.107162364,-0.10084351,0.12446127,-0.2567684,-0.08276289,0.047647446,-0.3664953,0.28423053,-0.1802823,-0.02415505,-0.001545633,0.02724846,0.07762657,-0.49153855,0.12745929,0.040088423,-0.07588829,-0.03630115,-0.038552277,0.08987114,0.1027759,-0.06760402,0.02923836,0.19442354,0.026817081,-0.20773081,-0.035296112,0.13238503,-0.220508,0.053584035,-0.12078839,-0.29951364,0.18987055,0.0608413,-0.34221122,0.14905995,-0.17769885,-0.22854401,0.004049933,0.15331717,0.13008355,-0.025848672,0.16799437,-0.06319328,-0.029968454,0.16286595,-0.11934349,-0.043391664,-0.070336476,-0.076566644,-0.13866375,-0.17116642,-0.13660203,-0.074103996,-0.038606524,-0.2076545,0.20709027,0.08233543,-0.3606327
2,0.050213914,-0.123474926,0.15135455,0.13302927,0.26414055,0.05717492,0.08850412,-0.030039145,0.11425818,0.1555472,-0.04812375,0.13311227,-0.16836193,0.3534241,0.07554635,-0.059770588,-0.3961946,-0.36922723,-0.27010816,0.056484587,-0.044807963,0.2948856,-0.051616922,-0.039701205,0.00089818763,-0.16594179,-0.1950113,-0.042222187,-0.16916162,0.15102524,0.019311063,-0.12399559,0.1100023,-0.020659769,-0.07940965,-0.17393523,-0.13094611,-0.36576223,-0.24553595,-0.15001749,-0.052025184,0.065560415,0.06502939,0.068756565,-0.21086437,-0.24094552,-0.2406738,0.33921072,-0.060697503,-0.06267121,-0.35596952,-0.3014069,0.07688669,-0.17005977,-0.066123344,0.047051463,0.032696746,-0.1047766,-0.15919349,-0.13648729,-0.25239116,-0.09994088,0.13321027,0.15913782
3,-0.005678913,-0.089433186,-0.16279662,-0.14729123,0.13469665,-0.019065885,-0.3989956,0.1523946,0.09617511,0.091079414,-0.14098632,-0.25206143,-0.0038970213,0.18790807,-0.16348936,0.33307847,-0.3135861,-0.19223247,-0.19654576,0.008407052,-0.2416718,0.26318493,-0.19646817,0.22574432,0.09425326,-0.17205557,0.020910548,-0.3448064,-0.32339635,0.07793825,-0.17867486,-0.06783289,-0.008337091,0.20668893,0.00430397,-0.011872789,0.1784501,0.10620083,-0.16235141,0.06508116,-0.013869036,-0.3377101,0.07904986,0.11775515,-0.14234123,0.09741969,0.04899659,0.16865309,-0.125617,0.046058744,0.0287703,-0.08438789,-0.34428695,0.14426778,0.12682417,-0.22095442,0.010429426,0.0383544,0.06801996,0.21937406,-0.018388564,0.021818168,-0.10939515,0.12117683
4,-0.22785786,0.018068647,0.018343654,-0.034786113,0.13286732,-0.19879302,-0.35421294,-0.048672173,0.046207737,-0.016701726,-0.23355803,-0.14803901,-0.050938074,-0.030143024,-0.078486584,0.09837016,0.09184851,-0.042614933,-0.14204751,0.15376166,0.029190024,-0.06515212,0.12357591,-0.30258292,-0.069082975,-0.10484154,-0.24571499,0.10364819,0.006123926,-0.13226514,0.01537805,0.049467996,0.12051735,0.16809903,-0.14988954,0.1482776,-0.15239283,0.1148243,0.05339606,0.010032263,-0.005821043,-0.021752343,0.012383226,-0.36890456,-0.27054757,-0.15505804,0.18804286,-0.07952439,0.10098528,0.15241648,0.22410963,-0.045048468,-0.116330735,0.06471446,0.5315126,0.1153495,-0.03174582,0.10656872,0.025310759,0.09571416,0.33946258,-0.1950072,-0.29761806,-0.1335411
5,-0.28701186,0.15839209,0.14283092,0.08542663,0.18317942,-0.07454382,0.1407877,0.050613374,0.15250067,-0.18529597,0.21198334,0.09699944,-0.086241774,-0.0670827,0.063103326,-0.07097659,-0.17955013,0.0946846,0.24819458,0.4373166,-0.3157263,-0.15371096,0.15065323,0.18252257,-0.2871868,0.10115927,-0.48093244,0.089119874,-0.22539613,0.02406841,-0.094147906,0.08153463,-0.21837798,-0.093986444,0.17456427,-0.07638501,-0.085319154,0.13715392,0.015506068,-0.20856032,-0.008018332,0.0986891,-0.07259345,0.0742133,0.01498125,0.0494047,-0.17678466,-0.18452857,-0.016124103,-0.29365718,-0.002120659,-0.21027756,-0.1874867,-0.038924363,-0.02175131,-0.25546977,0.16007622,0.053391837,0.05452678,-0.016385473,0.039715007,-0.1249464,-0.01617889,0.3402629
6,0.07443885,-0.04434347,-0.26118606,0.35987234,0.09878885,-0.22750159,-0.006685217,-0.17400225,-0.23381115,0.18315682,-0.0627861,-0.13708232,-0.2542757,0.23899244,-0.18181485,0.13379651,-0.0762945,0.089304924,0.09845365,-0.07787326,-0.115342304,-0.08787665,-0.09607588,-0.10011143,-0.298517,-0.019092647,-0.093804576,0.18158449,0.17055602,-0.12025635,-0.016478043,0.0067331297,-0.12127047,-0.07148464,0.027851716,-0.0872445,0.2976354,0.065498374,-0.17726551,-0.12629977,0.0063785906,0.14238144,-0.16572897,0.06912857,0.10309416,-0.13804434,-0.16039929,0.019259956,-0.13832216,0.038133428,-0.08185962,-0.30475006,-0.08986199,-0.11083206,0.2271993,0.13282908,0.12889479,0.13250431,0.04013945,0.018792814,0.07188476,-0.3160187,-0.030072056,0.11046785
7,-0.12977143,-0.1195717,-0.12818675,0.052215833,0.15092528,-0.26212803,0.01798137,-0.14184546,-0.087542884,-0.042451642,-0.06388464,-0.04639894,0.13235906,0.30461356,-0.0825171,-0.24602985,-0.13007192,-0.33589843,0.0026688098,-0.12523349,-0.045420498,0.27241948,-0.020549009,0.08044759,0.069263175,-0.16128719,-0.12168877,-0.13218552,-0.11950118,-0.165119,-0.0327124,-0.15910062,-0.122829214,0.23285925,-0.016611991,0.035943665,-0.022174437,0.06100361,0.16310878,-0.11108247,-0.31890032,-0.02335955,-0.08120705,-0.27873746,-0.13263068,-0.02798358,-0.2871569,-0.108370505,-0.34271854,-0.131334,-0.1180956,0.017891742,-0.021101285,-0.042298667,0.12554842,0.21441607,0.3651422,-0.055039793,-0.07829389,0.254607,0.23237774,0.05192727,-0.014419274,-0.07981298
8,0.11014682,-0.11350472,-0.16704103,0.022815987,-0.084108196,-0.36849183,0.016845176,0.050309017,-0.07696963,-0.12950912,-0.105127305,0.096500605,0.050408076,0.18936622,-0.14015931,0.0058463803,-0.24530633,0.03886372,-0.07018572,-0.1207974,0.16747443,0.48622948,-0.32394192,0.28734508,0.44129878,-0.052524496,0.14668639,0.045022383,0.06896569,-0.1380863,0.014146914,-0.34001085,-0.17779471,0.059606098,-0.1591942,0.35021114,0.28003564,0.20285541,-0.06587159,0.17252824,0.058879036,0.27249295,0.058921658,0.20535085,-0.28907368,-0.29098952,-0.21259692,-0.03848131,-0.15757445,-0.14186423,0.016819648,-0.27707222,0.00790832,-0.14554757,0.06398635,0.31499994,0.031076163,-0.01755992,0.29142392,-0.17034575,-0.5930213,0.10993143,-0.08250023,-0.25684926
9,-0.25865918,0.07352577,0.0096893525,-0.042428207,0.07300706,0.025854256,-0.06463112,-0.058585647,0.21672603,-0.11928708,0.12401151,-0.26318914,-0.06161736,0.0027298534,-0.06228501,0.027834842,-0.048616618,0.0082166465,0.48380718,0.05217244,0.2402259,-0.014281275,-0.062270913,-0.0855109,-0.29364458,0.07739409,0.0025029548,0.03089281,0.14100172,-0.03228952,0.052430365,0.14496604,0.16562541,-0.04714805,-0.24328205,0.062891,-0.21937951,-0.06981494,0.29157278,-0.070794165,0.12565784,-0.23192921,-0.30993405,-0.021914149,0.058654126,0.16947973,-0.02444759,-0.29556483,0.038671564,-0.14260143,0.012739597,-0.07643061,-0.096108064,-0.06469497,-0.067246445,-0.07241111,0.1630321,-0.10344905,0.16534993,-0.05802532,0.19729729,0.15884209,-0.16620477,-0.124155514
