,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.15284699,0.13771316,0.22226982,0.15074164,0.11304579,0.16069826,-0.0038712095,0.18555705,0.060747944,0.06725578,0.16399297,-0.13662638,-0.026281102,-0.0551737,0.0003637261,0.11606011,0.10217041,0.21877837,-0.112328865,0.015438849,-0.0413321,-0.14011785,-0.17480947,0.11693789,0.21847364,-0.0897816,0.18788399,0.041558344,-0.12448674,0.13117418,-0.08523612,0.119658634,-0.05565691,0.04142286,0.044804096,0.04223222,0.0058630686,0.20215619,0.18426864,0.048112594,0.1689554,0.114511475,0.021176228,0.20258917,-0.18274467,-0.122367874,0.1268705,0.16270186,0.0040710606,-0.117081255,0.09567466,0.08806816,0.036150806,0.025801158,-0.037547924,0.14878337,0.01399056,-0.065468214,-0.06921018,0.08927987,0.0011282002,-0.10001857,-0.17491153,-0.15067393,0.2089419,0.022774415,0.114404276,-0.13240246,0.09382347,-0.115004145,-0.11054106,0.10656341,-0.022212056,-0.105203,-0.07411833,0.14755157,0.13331236,-0.1724016,0.043540612,-0.066708736,-0.06546232,-0.018831443,-0.13386028,0.16845472,0.19646995,0.1865592,0.014796602,0.16917229,0.14043131,0.002757678,-0.087694764,0.24101587,0.18467206,-0.21011549,-0.004597917,0.077135384,0.040490076,0.10946989,0.11314916,0.1584842
1,-0.17718394,-0.034090493,0.027344443,-0.2747237,0.028951386,-0.17680252,-0.12787668,-0.22619003,-0.046455055,-0.064655624,0.03746326,-0.21995085,-0.025732236,0.17549184,0.024779778,-0.07747013,-0.2026279,-0.12510878,-0.058761954,-0.013504543,0.3919226,0.13059196,0.083296336,-0.07775979,-0.111336775,-0.16607404,-0.14745447,-0.19409461,0.12868634,-0.09089971,0.06923415,0.06370124,-0.026993833,-0.059773564,-0.14973761,-0.015301167,-0.10256662,-0.07047888,-0.069336265,-0.13996617,0.14048979,0.032782737,0.11815253,-0.075364694,0.068229474,0.16557677,-0.19549526,0.08771305,0.13630763,0.16250435,-0.10426704,-0.1505937,-0.14275372,-0.1598069,0.06302125,-0.10919153,-0.17411068,-0.08466914,0.033093926,-0.11345527,-0.20574103,-0.025643433,0.25143337,-0.10123599,-0.05281381,-0.028342415,-0.022522291,-0.15010694,-0.18367249,-0.011955884,0.053138543,-0.09449766,0.27012032,-0.13561049,0.021775164,-0.014469435,-0.12282979,0.19234434,0.052707873,0.023962354,-0.10170883,-0.031585943,-0.044979297,-0.22741458,-0.055770975,-0.16942039,-0.2187303,0.06151199,-0.25249305,0.22544178,-0.10191277,-0.08296517,-0.019002663,-0.08457198,-0.107520625,-0.16230604,0.05708198,0.14271405,-0.059402216,-0.014746041
2,0.09088414,0.19071615,-0.098841876,-0.035879057,-0.1266118,0.06643155,0.10529567,-0.10046742,-0.1002221,-0.16213399,0.14460677,0.045656152,-0.051569182,-0.19078852,-0.003105997,-0.10309218,-0.1356093,0.10789167,-0.15340212,0.13920209,-0.035286702,0.21905819,0.05334093,0.07640185,0.17203748,-0.015544202,-0.0034474412,0.13972293,-0.07769889,0.18469813,0.026614932,0.11572527,0.22482741,0.1660005,-0.009559481,0.072869055,0.013598551,0.20842108,0.18201765,-0.13027234,0.032648966,0.20102888,-0.024061222,-0.071121246,-0.09264381,0.074338794,-0.117059045,-0.078433245,-0.053780086,-0.18224245,0.08980221,0.11171511,0.087854065,0.06906257,0.090887755,-0.06294094,0.07557395,0.04031418,0.05582374,0.10144417,0.06323022,-0.009029376,-0.034714777,-0.15654393,0.062142003,-0.03697789,0.16912617,0.18866001,0.019890616,-0.096709594,-0.0015272961,0.1106305,-0.018775888,-0.09703386,0.027247261,-0.12234352,-0.018670369,0.03916742,0.21726777,-0.13578409,0.08797904,0.13146499,0.0013402451,0.14481139,0.09999654,0.117013015,0.19905545,0.042601503,-0.08171678,0.003953917,0.004113499,0.32894403,-0.05519121,0.043874193,0.037094325,0.14608692,0.19150975,-0.063048944,-0.14244296,0.13943346
3,0.108297706,-0.06030858,0.16645595,0.17709127,-0.080271795,-0.09089343,0.11553521,-0.068796344,0.13958107,-0.18037342,0.16397244,-0.085829325,-0.10039937,-0.03195067,0.024701292,-0.050713997,0.13427085,-0.06392,-0.1575173,-0.02870665,-0.017004354,-0.0546798,-0.17765063,-0.15970513,0.10513961,0.007611492,-0.026835298,-0.06497399,-0.08514551,-0.03113897,-0.03030795,0.074830785,-0.19421574,-0.16015483,-0.007181168,-0.025217129,-0.14603941,0.11605881,0.06585654,-0.104208656,-0.20691822,0.047512226,0.10070788,0.11966865,0.15010701,0.16768382,-0.05284433,0.02419138,-0.025424227,0.06544867,0.011120279,-0.039567996,-0.11943538,0.13811931,-0.1239423,0.15154018,0.21339731,-0.10031145,-0.09737679,0.10159341,-0.09524971,-0.17295924,-0.24219894,-0.12872092,-0.1504891,-0.18919216,-0.038023926,0.1520984,0.19110826,-0.04351471,0.084404625,-0.08918607,-0.124445155,-0.121000655,0.17278485,0.16446759,-0.09769656,-0.025947826,-0.17715319,-0.10078684,-0.15358078,0.0059786583,0.052552905,-0.19775993,0.16314447,-0.0014764856,0.1295604,-0.16554512,-0.19130683,0.0704712,0.051468775,-0.1445789,0.11625404,0.031030165,0.0018547539,0.063313596,-0.10339176,-0.20474388,-0.05100324,-0.018949362
4,0.05079632,-0.0897645,-0.06904403,-0.16154575,0.12855244,-0.0908042,-0.10310101,-0.015194817,0.082459524,0.15462065,0.0798401,0.141848,0.1319351,0.07832669,-0.037521116,-0.15695901,-0.18148316,-0.034733165,0.08555041,0.11802793,-0.09958047,0.042215284,-0.068908006,0.13950525,0.12658444,0.12783064,-0.05674133,-0.13472995,-0.24252734,-0.08032154,0.05603001,-0.20870408,3.261488e-05,0.0025448925,0.17071493,0.16923334,-0.008652949,-0.13388179,0.0807411,-0.13337879,0.077897534,-0.036141474,-0.06728718,0.035337888,0.0033956536,0.062521815,-0.032616906,0.008579866,-0.031877376,0.11341959,-0.048742715,0.0200256,0.17214109,-0.1834687,-0.004560015,0.12844533,-0.20444849,-0.13735,0.11263402,0.11855175,0.037665702,-0.13490397,0.25266325,0.061733633,0.15739974,-0.17691147,-0.14067215,0.018430574,-0.13804601,-0.014935379,-0.075403705,0.12796277,-0.0066175084,-0.053861797,0.078853115,-0.18436596,0.09904324,-0.08736634,-0.09175788,-0.1506029,0.16093779,0.15450697,0.06450916,-0.1185129,-0.21322633,-0.052031513,-0.08364629,-0.11250671,-0.10206515,-0.20772332,0.08964207,-0.12896325,-0.0014022232,-0.1535372,-0.053210296,0.09048407,-0.08281476,-0.064344816,-0.23936503,0.088116966
5,-0.11409548,0.031358343,0.006741811,-0.06210993,-0.08934657,0.14019316,0.0019530768,0.08249393,0.16589068,-0.08724495,0.029026095,-0.019471489,-0.11820113,0.1488225,-0.046906155,0.14676069,0.08205868,0.15115552,0.03427838,0.15593918,0.1510167,0.19081873,-0.17770217,0.11073076,0.26685598,-0.14590384,0.004150988,-0.08894249,0.23449154,0.12918471,0.19748612,0.04802205,0.18379447,0.105639994,0.06691658,-0.026488649,-0.11807126,0.05571757,0.17488122,0.13530655,0.0038321218,-0.117954105,-0.11136486,0.20861086,0.053198807,0.12745796,0.036570095,-0.1435988,-0.07744258,0.009697459,0.07761008,-0.081112124,0.0222109,-0.13131686,0.042983603,0.042850234,0.1494283,-0.11257501,-0.03987154,-0.15628959,-0.012424132,0.123338744,-0.050615285,0.1463453,0.2039498,-0.15987234,0.0006577439,0.024165018,0.11089433,-0.026696786,0.09413736,-0.13964054,0.077447616,0.08390054,0.06882928,0.009823914,-0.13477278,-0.03811545,0.12824331,-0.064948745,-0.104797885,0.089386545,0.042128902,-0.00042158872,-0.04431274,-0.08622665,0.13549468,-0.08433831,-0.010881413,0.24171609,0.10474976,0.041994955,-0.04359158,0.19267416,0.08054546,0.037725307,-0.045425788,0.021706706,0.009549746,0.08278287
6,0.16094011,0.16354105,0.027356833,-0.051282138,-0.056624923,0.1023098,-0.07406039,0.12907475,-0.096118405,0.15683052,-0.13240518,-0.12824821,-0.17830819,0.17158128,-0.15175702,0.069733314,0.20293252,0.021246688,-0.060811535,0.18172656,0.07487807,0.022147588,0.04957095,0.078027666,-0.07795511,0.112767845,-0.18443523,0.14707652,-0.12372337,0.11007302,-0.09405255,0.0016097333,-0.032630768,0.16118655,0.016564827,0.0127896285,-0.011637954,0.1981319,-0.07197989,-0.12473597,0.045736726,0.052003384,0.041025624,0.060165066,-0.029629687,0.17216633,-0.11077501,0.15089361,0.08086135,0.019703148,-0.07703692,-0.021924952,0.09694821,-0.15367922,0.024412801,0.11892615,-0.18783179,0.002846985,0.109553225,-0.19002719,0.15671209,-0.055142473,-0.033253286,-0.005276035,0.08042188,-0.10750233,0.05599134,0.088197656,0.18128093,0.06415652,-0.047269806,-0.15545578,0.016037371,0.013835957,-0.08857045,0.10391295,0.005252533,0.113520384,0.012880036,0.15522052,0.12773411,-0.100024074,0.07114142,-0.09175322,-0.074363425,0.059655074,0.079787076,-0.12254874,-0.072749734,-0.012860096,0.010654082,0.099860385,0.098929465,-0.13784346,0.10972581,-0.012588608,0.18881436,-0.025867546,0.105895385,0.08824626
7,-0.12669466,0.08781289,0.15689301,0.08820443,0.19973564,0.09503249,0.025525857,0.044388272,-0.16225654,-0.03487355,-0.09527593,0.17031135,0.17538226,0.17555524,-0.16577455,0.168954,0.014063373,-0.08250002,0.09758854,0.18316883,0.047125004,0.17848937,0.18061477,-0.015343505,0.14204364,-0.07039529,-0.11324695,0.11454633,-0.1016516,-0.059036206,-0.116247706,0.11233897,0.18715721,-0.04680471,-0.14362891,0.05334105,-0.033254236,-0.057579193,-0.14891538,0.0128818555,-0.022130443,0.055027027,-0.08904332,-0.033045955,0.11815059,0.038560607,0.015503753,-0.02992318,-0.004097431,-0.015164566,-0.025795242,-0.035940904,-0.012907211,0.011945985,0.12870584,-0.08760668,0.12228878,0.11723657,0.106213786,0.003947197,0.017487401,0.1843984,-0.12868667,0.17539331,-0.04955564,0.12980585,-0.04689629,0.050759103,0.18445568,-0.07954261,-0.17342074,-0.09985181,-0.04786296,0.17254621,-0.1066293,-0.08925766,-0.059521686,-0.09737294,-0.07690321,0.13513829,-0.040790174,0.14815727,-0.14744066,0.24001525,-0.012161284,0.13387997,0.14221098,-0.21249342,0.15978257,-0.067602314,-0.029477978,0.017682072,0.051470246,-0.031401705,-0.016587202,-0.07193256,0.15775537,-0.08877158,-0.15215829,0.10820643
8,-0.0021053008,-0.0548196,-0.04504824,-0.09565418,-0.01113639,-0.12964988,-0.019879315,-0.041371945,0.10472009,0.024231765,0.119218625,-0.15301317,0.058989365,-0.09984081,0.07233657,-0.07822021,0.06478544,-0.03753767,0.17020728,-0.16811424,0.23046607,-0.20608205,-0.027248189,-0.026234725,-0.026514163,0.07093116,0.07728434,-0.09273323,-0.14495562,-0.087674156,0.134021,-0.05343258,0.13376024,-0.17877673,-0.023175402,-0.12968162,-0.12638849,-0.09805542,-0.14654201,0.14953274,-0.18463956,-0.21190017,-0.10625082,0.044234972,0.12480481,-0.011651296,-0.055160027,0.111096695,-0.13708128,-0.16508575,-0.08975671,0.08973996,-0.0095057655,0.10585912,0.08308951,0.118528835,0.07484456,-0.25566915,0.12892963,0.07038388,0.036744945,-0.13042209,0.027317598,0.010248975,0.10052669,0.12775245,-0.1719394,-0.1802297,0.023087539,-0.13690329,-0.16032346,-0.1556883,0.15292841,-0.17087948,-0.18732312,0.13638128,0.04822822,0.029743547,0.09444794,0.13964328,-0.11864513,-0.16776645,0.11257358,-0.19467692,0.06859196,-0.12916991,-0.2247029,0.058282394,0.053771067,0.08127299,0.077931605,0.16938856,-0.15856789,0.2293879,0.065813236,0.12739307,-0.16395973,-0.10887594,-0.04419453,-0.14553963
9,0.11778189,-0.14222865,-0.0061173695,0.0035931352,-0.009016637,0.122845426,-0.034077194,0.09228615,-0.016319249,-0.001498508,0.15854765,-0.116632015,0.047649466,0.006423441,-0.11968869,0.0028005568,-0.00077183364,-0.015777623,-0.08154907,0.042227745,0.036457635,0.019227223,0.06438245,0.07789705,0.18558753,-0.10723598,0.17024103,-0.111821905,-0.08805431,-0.11180795,0.08460759,0.12648818,0.07928299,0.14478841,-0.14713003,0.022581255,0.040757444,-0.097775,0.17218415,-0.028176941,0.087902375,0.09941999,-0.016241752,0.11284591,0.065677114,0.052542668,0.15900221,0.007501721,-0.1003679,0.09853861,0.071707405,-0.14041735,-0.13518733,0.07231754,0.16283208,0.032353956,-0.13018556,-0.10135577,-0.047063783,-0.11250628,-0.06604073,0.085011795,-0.13841644,-0.15138955,0.12572853,0.012654542,-0.032034207,-0.06424536,0.17721163,0.13765994,-0.07207999,-0.08502797,0.07141342,0.122733474,0.0019507391,-0.07661231,-0.032309707,-0.045297887,0.15111986,-0.16918992,-0.10784191,0.09852222,-0.054602917,-0.17578149,-0.02848565,0.15414478,0.14231619,-0.036297467,-0.1886768,0.14025983,-0.12998974,-0.033721805,0.050079435,0.009948652,-0.13719775,-0.024313156,0.076903574,0.18737648,0.078476585,0.013775981
