,0
0,3.2812808e-05
1,0.00011249545
2,0.00038453887
3,-0.00025778296
4,-0.0003741732
5,-0.0009701066
6,0.0005325124
7,-3.2901844e-05
8,7.654234e-06
9,-9.326713e-05
10,-9.8855104e-05
11,-1.3503488e-05
12,-0.00015222706
13,-0.00014643648
14,0.0003040828
15,-6.267703e-05
16,9.9024466e-05
17,-0.000114279756
18,0.00011984642
19,-0.00033540092
20,-0.00019164069
21,0.0010118659
22,-0.00038026154
23,3.276567e-05
24,-8.765992e-05
25,0.00017478736
26,0.00015970001
27,6.547864e-05
28,-0.0002455734
29,0.0007881054
30,0.00052031194
31,0.0004984446
32,-0.00017385284
33,0.00035072822
34,0.00047905158
35,0.00017341308
36,0.00053277926
37,-0.00027577355
38,9.868827e-05
39,-0.00023126428
40,-0.00023181237
41,-9.547155e-05
42,-0.00034961925
43,0.0001246843
44,9.807593e-05
45,-0.00047022497
46,-0.00038172325
47,0.00036222133
48,-3.4222172e-05
49,-0.0002719661
50,-0.00045448396
51,0.00018383679
52,0.00045234343
53,6.4269198e-06
54,-0.00040905687
55,0.0005494849
56,-0.00017782579
57,0.00043727097
58,-0.00028132444
59,0.0004079366
60,-0.00017819658
61,3.323072e-05
62,-0.0009999335
63,5.695048e-05
64,-0.0004252285
65,0.00017809117
66,-0.00014048589
67,-0.00019451222
68,-9.166166e-05
69,0.00032003495
70,-0.00026125959
71,-0.0005423485
72,0.0001420234
73,0.0003037892
74,-0.00018422243
75,0.00026395393
76,-7.550094e-05
77,0.0007340619
78,0.00026469454
79,-0.0005312611
80,0.00018759794
81,0.00019274757
82,-0.00026541014
83,0.00032444394
84,-9.9670804e-05
85,-0.00020675325
86,-8.2028155e-06
87,0.00039545516
88,-4.6742687e-05
89,0.00025482042
90,-2.280386e-06
91,-0.00019709977
92,-0.0005320093
93,0.00020638377
94,-0.00013471271
95,-0.0005569744
96,0.00012947625
97,0.00043374882
98,-0.0001572054
99,-0.00015656165
100,-0.00027943394
101,8.693659e-05
102,6.928978e-05
103,-0.00015957332
104,0.00020752028
105,-7.9072786e-05
106,-1.4802792e-05
107,-0.00010505659
108,0.00036126963
109,6.370657e-05
110,0.00030304174
111,0.00022605296
112,0.00033163873
113,-1.2913338e-05
114,-0.00014378618
115,-0.00022487986
116,-0.00012599753
117,-0.00022472144
118,0.00024393351
119,0.00021345771
120,0.00057173223
121,-0.0004588977
122,-0.0002884853
123,-0.00028655416
124,0.00011203418
125,6.642506e-05
126,0.0005792148
127,-0.00028699622
128,-0.00017249031
129,1.7881125e-06
130,0.00015666198
131,0.00036681374
132,-0.00012456192
133,5.16681e-05
134,2.3644006e-05
135,-0.00026750888
136,4.228068e-06
137,-5.4046115e-05
138,-0.0003297512
139,-4.1124087e-05
140,-1.05746e-05
141,0.00011341096
142,-9.440442e-05
143,-0.00028750693
144,1.708228e-05
145,0.00018448751
146,-0.00026848228
147,0.00014645096
148,0.0001582621
149,-0.00027041018
150,0.00028163876
151,0.00023238022
152,-2.1550413e-05
153,-0.0005140932
154,-7.060174e-05
155,-6.38241e-05
156,-9.1736416e-05
157,0.00060197496
158,0.000119282624
159,0.00039026942
160,0.0010531233
161,-0.0004171128
162,0.000115679635
163,-0.00047916785
164,-0.0001464451
165,3.994323e-05
166,-0.00011391669
167,0.00024137557
168,-0.00019672528
169,0.0005452662
170,0.00044305832
171,-0.0006627379
172,-0.00020134584
173,0.00011071028
174,4.2107164e-05
175,0.0001864299
176,-0.00021148082
177,-0.00031096514
178,-0.00028289173
179,-0.00010392601
180,-3.1028172e-05
181,0.00024949847
182,1.4539379e-05
183,0.0005313821
184,-6.74885e-05
185,-0.00011876925
186,9.688864e-05
187,-0.0001429982
188,-0.00010069236
189,0.0005115699
190,0.0002236139
191,-0.00040407554
192,-0.00042931645
193,0.00031667424
194,-0.0003673951
195,-0.00042908682
196,-0.000142925
197,4.3577573e-05
198,-0.00063105294
199,-3.6154768e-05
200,-0.0001994787
201,-0.00020227552
202,2.542499e-05
203,0.00013863221
204,0.00042048254
205,0.00025285804
206,5.8960177e-05
207,-0.00048563452
208,-0.0002960863
209,-0.0005738655
210,-0.00046799608
211,-1.5912674e-05
212,-0.00013202272
213,0.00033773924
214,-0.00037987638
215,-0.0005256081
216,3.0716026e-05
217,0.00028434666
218,-0.00013514169
219,-0.00042331632
220,-2.6817055e-05
221,-7.651412e-05
222,0.0003085216
223,0.00021443843
224,-0.0001196816
225,-0.00011402936
226,-9.818347e-06
227,-0.0004959249
228,0.00015419438
229,-0.00016406293
230,-2.1835942e-05
231,-0.0001630862
232,-0.00088774686
233,7.055374e-06
234,0.0006107416
235,5.319801e-05
236,-0.00018077715
237,0.00016094188
238,-0.00019021884
239,0.00015661494
240,0.0002503895
241,-0.0007768064
242,0.00014112503
243,-6.953818e-06
244,-0.00010298928
245,7.0662165e-05
246,0.00037550923
247,2.0793057e-05
248,-0.0003300182
249,0.0003612048
250,-0.0004225637
251,0.00022213323
252,0.000149469
253,0.0002758059
254,-0.0005734645
255,-0.00057386723
256,-7.4439304e-05
257,-0.00029087157
258,0.00044113427
259,-0.00015638098
260,-0.00061955774
261,-0.00039909192
262,0.00057828764
263,-0.00016774525
264,0.00041032568
265,0.0001674787
266,0.00039807026
267,0.00065820303
268,4.4072014e-05
269,-0.00030313185
270,-0.0002030795
271,-1.7471395e-05
272,-0.00012832791
273,0.0005470922
274,-5.868502e-05
275,0.00034808225
276,-0.00016922476
277,0.00026737616
278,-0.00066663837
279,-0.0008127374
280,-0.00066830404
281,-0.00014840745
282,0.0007502467
283,-0.000525607
284,-0.0005104867
285,0.00020200294
286,0.00022559012
287,-0.00044823965
288,0.00017321893
289,5.6008976e-05
290,0.0003606608
291,-6.3488296e-05
292,0.0005285794
293,0.00040501516
294,-0.00064556027
295,-0.0003785545
296,-0.00025112886
297,-0.0003110146
298,2.717628e-05
299,-0.00012528448
300,0.00071696
301,-0.0002941155
302,-0.00013315366
303,-2.6476018e-05
304,-3.844818e-06
305,-0.0003571865
306,0.00055393105
307,-0.00022276437
308,-0.0008506639
309,7.411246e-05
310,7.964503e-05
311,-0.00021078654
312,-0.0010986096
313,-0.00021946031
314,-0.00042437512
315,-2.2237773e-05
316,-0.00016406573
317,0.0002740175
318,-0.00057928596
319,0.00021437202
320,0.00014463178
321,-0.00063596835
322,-0.00038643836
323,-0.00024204291
324,0.00029593025
325,0.0003491059
326,0.00014171166
327,-1.9384883e-05
328,-0.000111257665
329,-4.7782436e-05
330,-3.5039167e-05
331,0.00046352128
332,4.8463702e-05
333,8.7347005e-05
334,0.00027874505
335,3.3059747e-05
336,-2.1647604e-05
337,3.750334e-05
338,-0.00041681933
339,-9.562545e-05
340,0.00016573665
341,-5.310137e-05
342,0.000120247634
343,-0.000107164706
344,-0.00053922343
345,0.0002677911
346,0.0005691833
347,0.00021260823
348,0.00023986463
349,-3.3550077e-05
350,-4.102992e-07
351,0.0001865636
352,-0.00020681103
353,0.00059687154
354,0.00020243028
355,0.00025274264
356,-0.0001960094
357,-0.00015964486
358,-5.1067862e-05
359,0.000985356
360,0.00031026304
361,-1.3287484e-05
362,0.0003535435
363,0.00037476938
364,0.00018233761
365,-0.00018217509
366,0.00028412987
367,-0.00060493546
368,6.5585235e-05
369,-0.00060583133
370,0.00045398276
371,0.0011414873
372,0.00038081783
373,0.00014595858
374,-3.759893e-05
375,0.00010341883
376,-0.00013704611
377,-3.20681e-05
378,-5.909531e-05
379,-4.5687142e-05
380,0.00018430449
381,-4.3437263e-05
382,0.0004039192
383,0.00084577536
384,-0.0001578697
385,8.274002e-05
386,-0.00031919876
387,3.5036157e-06
388,0.00048898254
389,0.00031375268
390,-0.00029754842
391,-6.0077742e-05
392,-7.432921e-05
393,-0.00033922534
394,0.0003167083
395,-0.00013048417
396,-0.00043159997
397,-8.399198e-05
398,-0.0006401714
399,0.00038459772
400,-0.0002947476
401,0.00038358333
402,0.0003706334
403,0.00045730566
404,-0.00013327703
405,0.00018133728
406,1.017966e-05
407,0.00025283982
408,0.0003571089
409,-0.00020905325
410,0.00013517993
411,-0.0001413741
412,0.00016790112
413,-3.791006e-05
414,-0.00052424485
415,0.00028944438
416,-0.00031230904
417,0.0002616719
418,0.00016441508
419,0.0002349041
420,-0.00011687424
421,0.00077538146
422,-0.00057362724
423,-2.6546135e-05
424,-0.00017800613
425,0.00028601856
426,-6.2866566e-05
427,-0.0001162894
428,6.707657e-06
429,-0.00020702809
430,-0.00041508453
431,5.9442515e-05
432,-0.00033765312
433,-1.4892256e-05
434,-7.5484255e-05
435,0.00012242659
436,7.6654906e-05
437,-0.00053149776
438,0.00019833875
439,0.0005836101
440,1.7435e-05
441,0.000298567
442,-0.00052613026
443,-9.774295e-05
444,0.00014431425
445,-0.0004151943
446,-0.00014694246
447,-0.00029708113
448,6.731831e-05
449,7.911855e-05
450,-0.00031208794
451,6.515889e-05
452,-0.00018716657
453,-0.00030186446
454,-8.931359e-05
455,-0.0002724828
456,0.00029393673
457,3.051833e-05
458,-0.00071568484
459,-0.00014631577
460,0.0002669842
461,0.00033570867
462,0.0003101115
463,-5.1424136e-05
464,-0.00046322122
465,-0.00073359616
466,0.00024718983
467,0.00016088007
468,0.00024153257
469,-0.0002879997
470,-0.0001348739
471,8.162517e-05
472,-0.000100921396
473,0.0002927836
474,0.0004975159
475,-0.00013145391
476,0.00020654542
477,-0.00022978138
478,-0.00022212561
479,-0.0008909821
480,0.00015904698
481,-7.567281e-05
482,-4.254973e-06
483,-0.00032443256
484,-0.0007364575
485,0.00019929656
486,0.0005170984
487,4.6326422e-05
488,-4.9377202e-05
489,-0.00013280423
490,0.000664061
491,0.0005293519
492,-0.0004316786
493,0.00052673736
494,-0.0007142189
495,-0.0001240793
496,0.0006996545
497,-0.00047587047
498,-0.0005616901
499,-0.0009673607
500,-4.048358e-05
501,-2.0730118e-05
502,-0.000150318
503,-4.002452e-05
504,-0.000120476245
505,0.0003570801
506,-0.000362164
507,-0.00038536458
508,0.00019263195
509,-0.00027736678
510,-0.00042360497
511,-0.00012965615
512,-0.0002661684
513,-0.00035572625
514,-0.00045838958
515,-3.279564e-05
516,-0.00060531544
517,-0.00028227473
518,-5.6180546e-05
519,-2.7619795e-05
520,0.00020259133
521,-0.00045466545
522,-0.0005163332
523,-0.0009522656
524,5.5073364e-05
525,-0.00012320573
526,0.00032061097
527,0.00013014638
528,-0.00012714509
529,-0.0002405789
530,-0.00012465725
531,0.00013006118
532,-0.00017480411
533,-0.00012640972
534,-5.6400786e-05
535,-0.00067335373
536,-0.0001931135
537,-2.8292268e-05
538,-0.00010642405
539,-0.00014893747
540,-0.0005552684
541,-0.0006257915
542,-0.00034938526
543,-9.7920765e-06
544,-0.000110927256
545,-0.0003692143
546,5.254954e-05
547,-0.00030580585
548,0.0009695024
549,-0.000116253155
550,-0.00028312215
551,-0.00010974287
552,-0.00058544835
553,-3.5704543e-05
554,-0.00036494774
555,-0.00024539404
556,0.00032940292
557,0.00015635567
558,-0.00034609935
559,-8.03221e-05
560,-0.00014485721
561,-0.00025812606
562,-0.00027249672
563,-0.0001352802
564,-0.00037064173
565,-0.00018962532
566,-0.00010462056
567,-0.00015438673
