,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.0113077285,0.14516608,-0.32911617,-0.39356646,-0.07857652,0.27300084,0.18612733,0.18962762,0.22073391,0.16609176,-0.13632816,0.06666954,0.27218658,-0.15859483,-0.38969997,0.23380467,-0.32884797,0.23992519,-0.3143229,0.027742026,-0.06252808,0.01980924,-0.2081114,0.2349701,-0.047468808,-0.19748648,0.01932823,-0.32859752,0.08222797,0.07364256,-0.2067976,-0.11981329
1,-0.24163802,0.026433721,-0.2895641,0.0046739806,0.25410292,0.045485742,-0.07242847,-0.2177407,0.16187331,0.046568647,0.26458353,0.004572691,0.1474288,0.26452354,-0.20186178,0.16601424,0.13901885,-0.2815733,-0.41203684,-0.14764373,0.33326548,-0.27246067,-0.21019663,0.14408483,-0.018887874,-0.26322842,-0.072429456,0.03546097,0.006021699,-0.103915125,-0.19322866,-0.0013474348
2,-0.14469877,-0.3705111,0.30922833,-0.28303292,0.11089021,-0.025658578,0.14505401,-0.2187498,-0.054285675,-0.20752628,-0.06860052,0.107913084,0.27695632,0.11153148,-0.255996,-0.3166307,-0.2634254,-0.012067195,0.13819641,-0.28470987,0.03248575,0.10156744,0.23233077,-0.22471164,0.0236039,-0.21254249,-0.021919927,-0.039608106,-0.27825737,0.16187418,-0.0915083,-0.15904762
3,0.23815054,-0.2503235,0.26076803,-0.08650454,0.3054398,-0.2199377,0.096869245,0.28577816,-0.19522345,-0.2936909,-0.0827686,-0.067828715,0.19704053,-0.007160892,0.2550408,-0.30193996,0.26201776,-0.18827991,0.27986425,-0.17053564,0.042838197,-0.19755457,-0.0660464,0.24392107,-0.25332958,0.17219046,-0.18424964,-0.31515178,0.23593639,-0.21589819,-0.07480359,0.15128134
4,-0.009642337,-0.0723534,-0.057267632,-0.22266896,-0.047777623,-0.16129024,-0.3050262,0.17435797,-0.13906762,0.13404897,-0.11861628,-0.11170411,-0.19391131,-0.07311575,-0.39839944,0.2364384,-0.10727959,0.2526373,0.04412177,0.30189782,0.3116025,0.24711451,0.13359508,0.1286898,0.18488984,-0.25240478,-0.090821914,-0.06784048,-0.12862025,0.04656865,0.09792115,-0.14466889
5,-0.22032677,-0.009584736,0.020698527,-0.051116176,0.3316063,0.12665975,0.3414941,0.11613807,-0.37692532,0.046887644,-0.059426375,0.1303121,0.20808424,-0.06730221,0.009517748,0.3399295,-0.2672434,0.2856052,-0.047894236,-0.36528093,-0.21049927,-0.30370048,0.13346894,-0.30199298,0.20366977,0.283425,0.34383896,0.13116027,0.055869587,-0.11482018,-0.26699293,0.0868137
6,0.15088415,0.2636166,0.13645342,-0.11795067,0.14163141,0.25759646,-0.20465672,-0.27883565,0.1908825,0.17831579,-0.310448,-0.021710578,-0.19150132,-0.23735136,-0.09481703,-0.10780091,-0.19904773,-0.071295105,-0.12343714,-0.28751025,0.16236782,-0.041917942,0.015644182,0.09873304,-0.104546316,0.11761468,-0.028861197,0.09273648,-0.2913497,-0.22155869,0.2840254,0.355044
7,0.16861705,0.011283325,0.2061505,0.08304223,-0.24713321,-0.34911552,0.310862,0.20415775,-0.0508229,0.24552804,0.028220985,0.04308231,-0.29869932,-0.38906747,0.031806756,-0.1164108,-0.20240505,0.1853509,-0.18762298,-0.29439142,0.37400773,0.25413564,0.17329323,-0.27432147,0.12809601,-0.20802996,0.19277751,-0.19632718,0.17493746,0.24540025,-0.23027185,0.0021370393
8,0.2306424,-0.119266,0.24072577,-0.29753873,0.30667618,-0.13340974,0.21461657,-0.10903891,0.16164063,0.25944418,0.13058081,-0.30634275,-0.26734877,-0.047672734,-0.17101389,-0.29813537,-0.44940767,-0.25308433,-0.16076201,-0.03866145,-0.06841135,0.41196245,0.09307639,-0.07791302,-0.25216967,0.31710973,0.3279758,-0.1475058,0.01268919,0.43732524,-0.15762858,0.16178522
9,-0.25021538,-0.07863462,0.23928583,-0.4400013,-0.17267276,-0.4305931,-0.042840675,0.19418786,0.18693295,-0.15453263,0.040179607,-0.12636061,0.2729405,0.14251101,-0.32501754,-0.26845202,0.053176183,0.13663138,-0.049729187,0.1849981,0.3449964,0.27028605,-0.11865743,-0.24552134,0.1940972,-0.1586645,0.0357994,0.11251592,-0.22334272,-0.17784916,0.30543733,-0.029689923
