,time [fs]
159,7.126818487525617e-15
160,7.140994695526713e-15
161,7.155131973054659e-15
162,7.169230790031085e-15
163,7.183291597308368e-15
164,7.19731483249573e-15
165,7.211300934543969e-15
166,7.22525033737596e-15
167,7.239163456847136e-15
168,7.253040699684945e-15
169,7.266882467759624e-15
170,7.28068915605757e-15
171,7.294461150915471e-15
172,7.30819882599505e-15
173,7.3219025508363e-15
174,7.335572689216662e-15
175,7.349209599266325e-15
176,7.362813634527272e-15
177,7.376385138840425e-15
178,7.38992444759601e-15
179,7.40343188943043e-15
180,7.416907784395086e-15
181,7.43035244908615e-15
182,7.443766201378214e-15
183,7.457149348360816e-15
184,7.470502185545238e-15
185,7.483825008133638e-15
186,7.497118109926815e-15
187,7.510381777099395e-15
188,7.523616288837795e-15
189,7.536821920320653e-15
190,7.549998938404594e-15
191,7.563147609353582e-15
192,7.576268198157648e-15
193,7.589360964155647e-15
194,7.602426156747096e-15
195,7.615464024113622e-15
196,7.628474812802294e-15
197,7.64145875894464e-15
198,7.654416100029635e-15
199,7.667347072199795e-15
200,7.680251904916702e-15
201,7.693130824042034e-15
202,7.70598404410487e-15
203,7.718811781578754e-15
204,7.731614265440864e-15
205,7.744391713422139e-15
206,7.757144318174711e-15
207,7.769872283467854e-15
208,7.782575821357309e-15
209,7.795255133128706e-15
210,7.807910411540997e-15
211,7.820541852184381e-15
212,7.833149652282041e-15
213,7.84573399598775e-15
214,7.858295061326449e-15
215,7.870833036735271e-15
216,7.883348110641385e-15
217,7.895840459799583e-15
218,7.90831026083672e-15
219,7.92075769002175e-15
220,7.933182914562928e-15
221,7.945586098033265e-15
222,7.957967415442471e-15
223,7.970327040689091e-15
224,7.982665135424865e-15
225,7.994981853157955e-15
226,8.00727734954172e-15
227,8.01955178634512e-15
228,8.031805327019658e-15
229,8.04403812648194e-15
230,8.056250330818695e-15
231,8.06844208484118e-15
232,8.080613536506757e-15
233,8.092764842653227e-15
234,8.104896159050895e-15
235,8.117007623550668e-15
236,8.129099366193272e-15
237,8.141171525797452e-15
238,8.153224251269756e-15
239,8.165257685403005e-15
240,8.177271958926389e-15
241,8.189267202931007e-15
242,8.201243552887495e-15
243,8.213201144310409e-15
244,8.225140110884361e-15
245,8.237060580518964e-15
246,8.248962677529231e-15
247,8.26084652487242e-15
248,8.272712254796968e-15
249,8.284560001121804e-15
250,8.296389878779198e-15
251,8.308202003145501e-15
252,8.319996501457507e-15
253,8.331773504016612e-15
254,8.343533123220211e-15
255,8.355275469431754e-15
256,8.367000666417265e-15
257,8.378708833655993e-15
258,8.390400083135389e-15
259,8.402074523189442e-15
260,8.41373226665258e-15
261,8.425373429416084e-15
262,8.436998118986889e-15
263,8.448606444564152e-15
264,8.460198519715417e-15
265,8.471774453094739e-15
266,8.483334344682602e-15
267,8.494878306107256e-15
268,8.506406454450925e-15
269,8.51791888792353e-15
270,8.529415697432858e-15
271,8.540896991266346e-15
272,8.55236287604993e-15
273,8.563813443438462e-15
274,8.575248793839093e-15
275,8.586669032599574e-15
276,8.59807425864037e-15
277,8.609464564854424e-15
278,8.62084005493523e-15
279,8.63220083695127e-15
280,8.643547010801466e-15
281,8.654878674291777e-15
282,8.666195921564096e-15
283,8.677498819271974e-15
284,8.688787508186665e-15
285,8.700062059416951e-15
286,8.711322213867866e-15
287,8.722567647170012e-15
288,8.733798442754744e-15
289,8.745014754240511e-15
290,8.756216668201978e-15
291,8.767404286265818e-15
292,8.77857767821511e-15
293,8.789736655250994e-15
294,8.800880994028056e-15
295,8.81201080096026e-15
296,8.823126221787629e-15
297,8.834227037077278e-15
298,8.845313312656345e-15
299,8.856384977641698e-15
300,8.867441914817543e-15
301,8.87848419308542e-15
302,8.88951166198057e-15
303,8.90052419531288e-15
304,8.911521754206705e-15
305,8.92250411810732e-15
306,8.933470862846711e-15
307,8.944421492692788e-15
308,8.95535603438898e-15
309,8.96627435979396e-15
310,8.977176299201796e-15
311,8.988061510411151e-15
312,8.998929604474692e-15
313,9.009780644470525e-15
314,9.020614792400258e-15
315,9.031432023491096e-15
316,9.042232202742035e-15
317,9.053015295950761e-15
318,9.06378163576925e-15
319,9.074531263431155e-15
320,9.08526367320854e-15
321,9.095978859512527e-15
322,9.106677059599448e-15
323,9.117358390032734e-15
324,9.128023024609689e-15
325,9.13867114359871e-15
326,9.149302928545167e-15
327,9.159918533437614e-15
328,9.170518079351214e-15
329,9.18110174406602e-15
330,9.191669573743562e-15
331,9.202221565479766e-15
332,9.212757675438298e-15
333,9.22327768169632e-15
334,9.233781607576467e-15
335,9.24426910924827e-15
336,9.25473973914695e-15
337,9.265193513163738e-15
338,9.275630633779411e-15
339,9.286051286358847e-15
340,9.296455592117503e-15
341,9.306843470282365e-15
342,9.31721487128785e-15
343,9.32756979867696e-15
344,9.337908105875957e-15
345,9.34822984042273e-15
346,9.358535120136586e-15
347,9.368824069409256e-15
348,9.379096856547268e-15
349,9.38935360807745e-15
350,9.399594496932704e-15
351,9.409819398506384e-15
352,9.42002801802242e-15
353,9.43022027446348e-15
354,9.440396328079931e-15
355,9.450556389414597e-15
356,9.46070063519563e-15
357,9.470829255658847e-15
358,9.480942373093842e-15
359,9.491040011991449e-15
360,9.501122101296243e-15
361,9.5111884854347e-15
362,9.521239040430653e-15
363,9.531273809768748e-15
364,9.541292800012038e-15
365,9.551295648163598e-15
366,9.561282104233463e-15
367,9.571252157349808e-15
368,9.581205670031181e-15
369,9.59114270857934e-15
370,9.601063540137146e-15
371,9.610968452920026e-15
372,9.620857405305165e-15
373,9.6307301586289e-15
374,9.640586822664872e-15
375,9.650427560959065e-15
376,9.660252282978135e-15
377,9.670060970917346e-15
378,9.679853650941303e-15
379,9.689630373422828e-15
380,9.699391258627458e-15
381,9.709136620136103e-15
382,9.718866546312983e-15
383,9.728580881125924e-15
384,9.738279548564712e-15
385,9.747962452358286e-15
386,9.757629472507964e-15
387,9.767280755065883e-15
388,9.776916424214314e-15
389,9.786536525240981e-15
390,9.796141132051001e-15
391,9.805730303233863e-15
392,9.815304273191304e-15
393,9.824863273527052e-15
394,9.834407237509338e-15
395,9.843936098279283e-15
396,9.853450154773745e-15
397,9.862949622541505e-15
398,9.872434333347268e-15
399,9.881904162654409e-15
400,9.891359152184655e-15
401,9.900799413628587e-15
402,9.91022501677005e-15
403,9.919636006034148e-15
404,9.929032549273313e-15
405,9.938414744092788e-15
406,9.947782506198676e-15
407,9.957135831745586e-15
408,9.96647493982565e-15
409,9.975799908816896e-15
410,9.98511057160572e-15
411,9.994406911649125e-15
412,1.0003689138871321e-14
413,1.0012957412401404e-14
414,1.0022211720478347e-14
415,1.0031452014501641e-14
416,1.0040678412814249e-14
417,1.0049891221965183e-14
418,1.0059090619194341e-14
419,1.0068276193429123e-14
420,1.0077447320509502e-14
421,1.0086603928607173e-14
422,1.009574629806142e-14
423,1.0104874638379376e-14
424,1.0113989072633527e-14
425,1.0123089724109917e-14
426,1.013217676103763e-14
427,1.0141250377700834e-14
428,1.0150310481770828e-14
429,1.0159356945565878e-14
430,1.0168389852949832e-14
431,1.0177409270860215e-14
432,1.0186415395413565e-14
433,1.0195408536138337e-14
434,1.020438888884007e-14
435,1.0213356170633e-14
436,1.0222310060301022e-14
437,1.023125055022909e-14
438,1.0240177753765759e-14
439,1.0249091984072807e-14
440,1.0257993543264663e-14
441,1.0266882637484081e-14
442,1.0275759336381108e-14
443,1.0284623465753133e-14
444,1.029347493761392e-14
445,1.0302313700424933e-14
446,1.0311139709360627e-14
447,1.0319953176842352e-14
448,1.0328754381426176e-14
449,1.0337543598921225e-14
450,1.034632112428277e-14
451,1.0355087155350934e-14
452,1.0363841727789776e-14
453,1.0372584914982031e-14
454,1.0381317020806273e-14
455,1.0390038394030978e-14
456,1.0398749292197422e-14
457,1.0407449942019539e-14
458,1.041614058966754e-14
459,1.0424821473919453e-14
460,1.04334928622455e-14
461,1.0442154981487368e-14
462,1.045080794651496e-14
463,1.0459451938880444e-14
464,1.0468087200561084e-14
465,1.0476713913757635e-14
466,1.0485332227729594e-14
467,1.0493942201367497e-14
468,1.0502543889024383e-14
469,1.0511137429604427e-14
470,1.051972295440423e-14
471,1.0528300624484394e-14
472,1.053687073526681e-14
473,1.0545433534260879e-14
474,1.055398928739819e-14
475,1.0562538365650803e-14
476,1.0571080941005274e-14
477,1.05796170197773e-14
478,1.0588146806732495e-14
479,1.059667073344658e-14
480,1.0605188981322655e-14
481,1.061370148090136e-14
482,1.0622208225549953e-14
483,1.0630709203577725e-14
484,1.063920459489333e-14
485,1.0647694618530394e-14
486,1.0656179460710617e-14
487,1.0664659380043302e-14
488,1.0673134469372626e-14
489,1.0681604615067038e-14
490,1.0690069989118954e-14
491,1.0698531089709329e-14
492,1.0706987797390848e-14
493,1.0715440910381614e-14
494,1.0723890956169e-14
495,1.0732333084058469e-14
496,1.0740768004277746e-14
497,1.0749204234865921e-14
498,1.075764129382762e-14
499,1.0766076490447332e-14
500,1.0774508069868273e-14
501,1.0782934673398991e-14
502,1.0791370957652657e-14
503,1.0799813923051436e-14
504,1.0808246078678396e-14
505,1.0816675207212739e-14
506,1.0825100532418685e-14
507,1.0833524175710586e-14
508,1.0841961284826994e-14
509,1.0850413453975301e-14
510,1.0858873069992853e-14
511,1.0867340297698343e-14
512,1.0875810688904004e-14
513,1.088429270107187e-14
514,1.0892800163015874e-14
515,1.0901337711181933e-14
516,1.0909916896343743e-14
517,1.091857979572023e-14
518,1.0927310857375193e-14
519,1.0936034499574944e-14
520,1.0944733618535167e-14
521,1.0953430546266721e-14
522,1.0962180664938441e-14
523,1.0971009263173956e-14
524,1.0979930570808036e-14
525,1.0988930999387646e-14
526,1.0997969067946874e-14
527,1.100690586673722e-14
528,1.1015758115000294e-14
529,1.102462169681205e-14
530,1.1033483871405202e-14
531,1.1042337645780388e-14
532,1.1051207086740731e-14
533,1.1060109111719633e-14
534,1.106905491963623e-14
535,1.1078063111436803e-14
536,1.1087190268534157e-14
537,1.1096471920120264e-14
538,1.110588619006708e-14
539,1.1115438078637145e-14
540,1.1124974609608223e-14
541,1.113448754212923e-14
542,1.114414328025554e-14
543,1.1153896447535434e-14
544,1.1163471454537663e-14
545,1.1172878002107401e-14
546,1.1182332515855911e-14
547,1.1191880865051822e-14
548,1.1201506248017481e-14
549,1.1211216450394964e-14
550,1.1220917870268358e-14
551,1.1230577191943495e-14
552,1.1240335387811917e-14
553,1.1250175086830263e-14
554,1.1259991076235118e-14
555,1.126978223716855e-14
556,1.1279490971761337e-14
557,1.1289144160198272e-14
558,1.129881783043429e-14
559,1.1308515243972264e-14
560,1.1318218291616518e-14
561,1.132796112647086e-14
562,1.1337832706030223e-14
563,1.1347854383099901e-14
564,1.1357963182065156e-14
565,1.1368103546393311e-14
566,1.1378264846899764e-14
567,1.1388561650606542e-14
568,1.1399037691503322e-14
569,1.140954609849705e-14
570,1.1420075699273403e-14
571,1.1430683781480509e-14
572,1.1441510988079075e-14
573,1.1452584040339147e-14
574,1.1463733224212225e-14
575,1.1474911015176344e-14
576,1.1486201067435364e-14
577,1.1497490847731792e-14
578,1.1508480183365073e-14
579,1.151925445457678e-14
580,1.1530051529286995e-14
581,1.1540861022632278e-14
582,1.1551682035608413e-14
583,1.1562620994764127e-14
584,1.1573672581931169e-14
585,1.1584794242002834e-14
586,1.159600816162099e-14
587,1.160733360799782e-14
588,1.1618678669474623e-14
589,1.163004675359079e-14
590,1.1641474945586076e-14
591,1.165291483357859e-14
592,1.1664495966543133e-14
593,1.1676273987282727e-14
594,1.1687882792591875e-14
595,1.1699219411232215e-14
596,1.1710612653187429e-14
597,1.1722195321777473e-14
598,1.1733928904356594e-14
599,1.1745799912862231e-14
600,1.1757858749993097e-14
601,1.1770169734636422e-14
602,1.1782670358568997e-14
603,1.1795241656320897e-14
604,1.1807852599283426e-14
605,1.1820611986639955e-14
606,1.1833622465160994e-14
607,1.1846675998674769e-14
608,1.1859541985855318e-14
609,1.1872455059428371e-14
610,1.1885737440753223e-14
611,1.189936530369047e-14
612,1.191307950775149e-14
613,1.1926826416684258e-14
614,1.1940654197460608e-14
615,1.1954631499269756e-14
616,1.1968825622293253e-14
617,1.1983175052307941e-14
618,1.1997532977486049e-14
619,1.2011816379121474e-14
620,1.202590678606179e-14
621,1.2039858393703647e-14
622,1.20538656781694e-14
623,1.2067789770171369e-14
624,1.208163661474593e-14
625,1.2095491527415811e-14
626,1.210929405553949e-14
627,1.2123161265312387e-14
628,1.2137135827400756e-14
629,1.2151142892902028e-14
630,1.2165243922162627e-14
631,1.2179593190336306e-14
632,1.219398647047401e-14
633,1.2208291600513327e-14
634,1.222282656321454e-14
635,1.2237553382200903e-14
636,1.2252098489459842e-14
637,1.226649551949443e-14
638,1.2280906204484425e-14
639,1.2295305407598755e-14
640,1.230977837635454e-14
641,1.2324434418667678e-14
642,1.2338952574438198e-14
643,1.2353124259322122e-14
644,1.2367235924413498e-14
645,1.2381444253147696e-14
646,1.239573796298153e-14
647,1.2410200886332465e-14
648,1.2424889573989624e-14
649,1.2439610742065284e-14
650,1.245417649038498e-14
651,1.2468687354479792e-14
652,1.248323683613153e-14
653,1.249765270754572e-14
654,1.2511926742424533e-14
655,1.2526239267842757e-14
656,1.254060038944905e-14
657,1.255499531604679e-14
658,1.2569508959907197e-14
659,1.2584197503051e-14
660,1.2599153722639647e-14
661,1.2614394456705252e-14
662,1.2629689370710426e-14
663,1.2644871816996442e-14
664,1.2660020718006685e-14
665,1.2675220046889127e-14
666,1.2690457013393735e-14
667,1.2705757402172665e-14
668,1.2721162460226426e-14
669,1.2736801893138139e-14
670,1.2752785821386049e-14
671,1.2768929414912842e-14
672,1.2784935001256201e-14
673,1.280065957002649e-14
674,1.2816248795305668e-14
675,1.2831889518353664e-14
676,1.2847605722755668e-14
677,1.2863439279973333e-14
678,1.2879469101066045e-14
679,1.289576156301736e-14
680,1.2912306137096834e-14
681,1.2928868870846156e-14
682,1.2945228922728948e-14
683,1.2961508818553788e-14
684,1.2978010893077967e-14
685,1.2994855659827058e-14
686,1.3011950868681894e-14
687,1.3029325934784226e-14
688,1.3047045238012311e-14
689,1.3065019962614279e-14
690,1.3083023449710787e-14
691,1.31009670893089e-14
692,1.3118960705776729e-14
693,1.3136790796242242e-14
694,1.3154443825741242e-14
695,1.3172222988175035e-14
696,1.3190028137534589e-14
697,1.320777196472245e-14
698,1.322568281938774e-14
699,1.3243814596525817e-14
700,1.3261914855228456e-14
701,1.3279950933579689e-14
702,1.3297984577588024e-14
703,1.3315971194694738e-14
704,1.3333766791882147e-14
705,1.3351677903879454e-14
706,1.3369910115056852e-14
707,1.3388061713232475e-14
708,1.3406211068658683e-14
709,1.3424549051618452e-14
710,1.3442954454097393e-14
711,1.3461201704145011e-14
712,1.3479144988660007e-14
713,1.3497033140402117e-14
714,1.351515730053238e-14
715,1.353349698482771e-14
716,1.3551996441150158e-14
717,1.3570665706233375e-14
718,1.358929601237734e-14
719,1.3607799460256058e-14
720,1.3626507000999194e-14
721,1.364540774355689e-14
722,1.3664371031969188e-14
723,1.3683403199124463e-14
724,1.3702363553120437e-14
725,1.3721292762674924e-14
726,1.3740338568858355e-14
727,1.3759493747015708e-14
728,1.3778643287323307e-14
729,1.379782609333905e-14
730,1.3817291263718723e-14
731,1.3837091762440826e-14
732,1.3857242777692563e-14
733,1.3877772163781462e-14
734,1.3898744344009299e-14
735,1.3919974150199188e-14
736,1.3941500086718884e-14
737,1.3963377994610222e-14
738,1.3985145300692567e-14
739,1.4006707330289767e-14
740,1.4028457376954138e-14
741,1.405048386438006e-14
742,1.4072207255971266e-14
743,1.4093375840563147e-14
744,1.4114441649260884e-14
745,1.4135636770121849e-14
746,1.4156810404886785e-14
747,1.4177943646371317e-14
748,1.4199130431198422e-14
749,1.4220352820688547e-14
750,1.424148819211808e-14
751,1.4262531570099388e-14
752,1.4283541012007937e-14
753,1.4304585790861902e-14
754,1.4325651417790995e-14
755,1.4346757028628e-14
756,1.4367953382511237e-14
757,1.438923122295551e-14
758,1.4410520262209993e-14
759,1.443175744522459e-14
760,1.4453108302042156e-14
761,1.4474691751838222e-14
762,1.4496493425206114e-14
763,1.4518628870941307e-14
764,1.454116786168171e-14
765,1.4564023765646084e-14
766,1.4587214211166144e-14
767,1.461068221269408e-14
768,1.4634138546060136e-14
769,1.4657480650213265e-14
770,1.4680798167019655e-14
771,1.4704164693549192e-14
772,1.4727804002459935e-14
773,1.4751974499777467e-14
774,1.477649699483829e-14
775,1.480100851129208e-14
776,1.4825549113270848e-14
777,1.4850577708031448e-14
778,1.4876356393171117e-14
779,1.4902052126696806e-14
780,1.4927999600508446e-14
781,1.4954827436437208e-14
782,1.498134623127589e-14
783,1.5007344822962e-14
784,1.5033884935964378e-14
785,1.506077623959609e-14
786,1.5087597475555358e-14
787,1.5114483648537913e-14
788,1.5141134770151456e-14
789,1.5167801230159214e-14
790,1.519482145874207e-14
791,1.5221681370728045e-14
792,1.5248793498954037e-14
793,1.5276626294598115e-14
794,1.530479606284167e-14
795,1.5333205344861882e-14
796,1.5362047805398138e-14
797,1.539092740132924e-14
798,1.5419694305282544e-14
799,1.544868351835673e-14
800,1.547766489628852e-14
801,1.5506466548976187e-14
802,1.553538946985349e-14
803,1.5564114644591224e-14
804,1.5592657140833638e-14
805,1.5621756565504457e-14
806,1.5650793437098337e-14
807,1.5679751190973206e-14
808,1.5709479019466802e-14
809,1.5739593614883412e-14
810,1.577009875316219e-14
811,1.5801114606880585e-14
812,1.5831592330291506e-14
813,1.5861630860953945e-14
814,1.5892117170181458e-14
815,1.592282286935434e-14
816,1.59534539115927e-14
817,1.598448925927881e-14
818,1.6015967549215376e-14
819,1.6047364056698854e-14
820,1.607897476982514e-14
821,1.6110918366621578e-14
822,1.614267170785047e-14
823,1.6174536465046273e-14
824,1.6206616988600778e-14
825,1.623832146364211e-14
826,1.6270369652926874e-14
827,1.6303455844298967e-14
828,1.6337111855167497e-14
829,1.637137600976503e-14
830,1.6406171507578095e-14
831,1.644051028844721e-14
832,1.6474485198775248e-14
833,1.650934976735128e-14
834,1.6544684291452115e-14
835,1.657974382479759e-14
836,1.661525164008419e-14
837,1.6650901366958585e-14
838,1.6686322622126298e-14
839,1.6722259888680143e-14
840,1.6758383504080844e-14
841,1.679424023632718e-14
842,1.683012063857796e-14
843,1.6866379977694567e-14
844,1.690343570229566e-14
845,1.6941253801028226e-14
846,1.697931347695752e-14
847,1.701757679784086e-14
848,1.7056524374019424e-14
849,1.709577104331472e-14
850,1.7135093712964686e-14
851,1.717518836763486e-14
852,1.721552632061598e-14
853,1.7255213831130942e-14
854,1.729473021750766e-14
855,1.7334632116558477e-14
856,1.737468267794054e-14
857,1.7414626165431098e-14
858,1.745450243857668e-14
859,1.7494538404327252e-14
860,1.753474160414704e-14
861,1.7575402880917266e-14
862,1.7616753993695924e-14
863,1.7658022176577237e-14
864,1.7699250119883595e-14
865,1.77412566300534e-14
866,1.7783275449447942e-14
867,1.7824557547046494e-14
868,1.7865476308791423e-14
869,1.7906251936072743e-14
870,1.794687114794792e-14
871,1.798685900127782e-14
872,1.8025971715872045e-14
873,1.806500034258652e-14
874,1.8103953702660296e-14
875,1.81421912116644e-14
876,1.8180499455179485e-14
877,1.8219467986180187e-14
878,1.8258334141859518e-14
879,1.8296804298182644e-14
880,1.8335284660200375e-14
881,1.8374126630893737e-14
882,1.8413218466171715e-14
883,1.8452142810455618e-14
884,1.8490861833484528e-14
885,1.8529842252385975e-14
886,1.856911505140116e-14
887,1.860845874196838e-14
888,1.8647818195138395e-14
889,1.868709913529525e-14
890,1.872657905943838e-14
891,1.8766489211237247e-14
892,1.8806528004579534e-14
893,1.884647047565381e-14
894,1.888616309806146e-14
895,1.8925967850020258e-14
896,1.8966870668653708e-14
897,1.9008240251058786e-14
898,1.904889166086605e-14
899,1.9089589192083158e-14
900,1.9130641278216683e-14
901,1.9170437524303443e-14
902,1.920904425687862e-14
903,1.924810466612323e-14
904,1.9287277766974916e-14
905,1.9325905808515252e-14
906,1.9364866685286435e-14
907,1.9404212000575364e-14
908,1.9443080068619654e-14
909,1.9481887084943697e-14
910,1.9521367943499098e-14
911,1.956105765918662e-14
912,1.9600481054673196e-14
913,1.963999221561455e-14
914,1.967960717601636e-14
915,1.9718871970828758e-14
916,1.975810087856985e-14
917,1.9797965290447392e-14
918,1.9838136124125425e-14
919,1.9877886565064315e-14
920,1.9917541753382125e-14
921,1.9957641403551164e-14
922,1.999755497086837e-14
923,2.0036989746414753e-14
924,2.007683008060484e-14
925,2.0117331331026005e-14
926,2.0157749698048384e-14
927,2.0198020863842035e-14
928,2.0238793130145105e-14
929,2.0280000466189292e-14
930,2.0321276877824053e-14
931,2.036271855846528e-14
932,2.040430285366166e-14
933,2.044586054835597e-14
934,2.0487508936614187e-14
935,2.052926930381392e-14
936,2.0570979375254463e-14
937,2.0612804530923082e-14
938,2.0654825785009208e-14
939,2.0696479883348925e-14
940,2.0737725501267502e-14
941,2.077909320819202e-14
942,2.0820150652513175e-14
943,2.086035341702409e-14
944,2.0900395318966822e-14
945,2.0940862178509797e-14
946,2.0981019519665594e-14
947,2.1020457651636403e-14
948,2.105995820264822e-14
949,2.11000567123422e-14
950,2.114070800096133e-14
951,2.1181237800546377e-14
952,2.122112347141511e-14
953,2.1261162710858716e-14
954,2.1301935279695282e-14
955,2.1343020620745268e-14
956,2.1384084626509686e-14
957,2.142502961150718e-14
958,2.146583784025687e-14
959,2.1506898172934455e-14
960,2.1548329395079803e-14
961,2.158947653514949e-14
962,2.163035824007875e-14
963,2.167209419795077e-14
964,2.1714721541732618e-14
965,2.1756888526318065e-14
966,2.179852819938195e-14
967,2.184093205874713e-14
968,2.1884027347500207e-14
969,2.1926606199212284e-14
970,2.1968916692256528e-14
971,2.2011930179792298e-14
972,2.2054916973453786e-14
973,2.209714060274749e-14
974,2.2139671667339672e-14
975,2.218278923461087e-14
976,2.2225459373499468e-14
977,2.2268084805202172e-14
978,2.231140242793091e-14
979,2.2354426569087102e-14
980,2.2396658888325307e-14
981,2.2439171171460617e-14
982,2.248244426196681e-14
983,2.2526081623062205e-14
984,2.2569539199811383e-14
985,2.261256683642976e-14
986,2.2655940538603224e-14
987,2.2700002574077538e-14
988,2.2743845543871955e-14
989,2.2787418512358015e-14
990,2.2831746976428843e-14
991,2.2876655632114378e-14
992,2.2921287831370332e-14
993,2.296590396510216e-14
994,2.301088439371023e-14
995,2.305585871393977e-14
996,2.310086846425366e-14
997,2.3146347778147814e-14
998,2.319183878682983e-14
999,2.3236963639737702e-14
1000,2.328263864781155e-14
1001,2.332907162208981e-14
1002,2.337494988362317e-14
1003,2.3420177199678646e-14
1004,2.346603779627536e-14
1005,2.351242002709709e-14
1006,2.3558294021335842e-14
1007,2.3603894421794593e-14
1008,2.364990021503201e-14
1009,2.3696045449776743e-14
1010,2.3742098950423925e-14
1011,2.3788384220005376e-14
1012,2.383483438752178e-14
1013,2.388126639613972e-14
1014,2.3927872438227717e-14
1015,2.3974836926496943e-14
1016,2.4022230131116386e-14
1017,2.4069454357180676e-14
1018,2.4116078680387976e-14
1019,2.416302277907156e-14
1020,2.4210604083220424e-14
1021,2.4258050262706234e-14
1022,2.4305438723783172e-14
1023,2.4353312461950343e-14
1024,2.4401083354407026e-14
1025,2.4448338157395133e-14
1026,2.449611895994265e-14
1027,2.454479218576784e-14
1028,2.459338173937175e-14
1029,2.46416662643691e-14
1030,2.469025395748727e-14
1031,2.473903530096914e-14
1032,2.478766838817197e-14
1033,2.4836620100388966e-14
1034,2.4886117237552383e-14
1035,2.4935526810743588e-14
1036,2.4984616011574325e-14
1037,2.5033853641444236e-14
1038,2.5083288515257545e-14
1039,2.5132672519218022e-14
1040,2.51822508045575e-14
1041,2.5232011687479746e-14
1042,2.528149606729782e-14
1043,2.533097497488367e-14
1044,2.5380865084642014e-14
1045,2.5430634847107218e-14
1046,2.548012395132936e-14
1047,2.5530096114303946e-14
1048,2.5580495044349696e-14
1049,2.5630655005872854e-14
1050,2.5680954835708634e-14
1051,2.573186210923937e-14
1052,2.5782612872089194e-14
1053,2.5832962604355527e-14
1054,2.5883990151512804e-14
1055,2.5935736464415667e-14
1056,2.5987270196423144e-14
1057,2.6038735802071093e-14
1058,2.6090627987286124e-14
1059,2.614316613661361e-14
1060,2.6196386079836654e-14
1061,2.6249203290622037e-14
1062,2.6301239317110863e-14
1063,2.6353698530534164e-14
1064,2.6406719009740676e-14
1065,2.6459520204958297e-14
1066,2.6512432312916373e-14
1067,2.6565884905407004e-14
1068,2.6619167771843033e-14
1069,2.6672117896614687e-14
1070,2.6725620260511623e-14
1071,2.677962236958461e-14
1072,2.6833382348504622e-14
1073,2.6887183583209703e-14
1074,2.694140370769454e-14
1075,2.699561632756132e-14
1076,2.7049918765191062e-14
1077,2.710486833634414e-14
1078,2.716002713880584e-14
1079,2.721475396217103e-14
1080,2.7269611464096962e-14
1081,2.732506858302821e-14
1082,2.7380478260185456e-14
1083,2.743571904199417e-14
1084,2.7491476176810614e-14
1085,2.7547482851420335e-14
1086,2.760313474277963e-14
1087,2.765901435739372e-14
1088,2.7715495418993e-14
1089,2.777185227781907e-14
1090,2.7828044575333463e-14
1091,2.788480069956393e-14
1092,2.7941828383763846e-14
1093,2.7998540273857407e-14
1094,2.8055508161025608e-14
1095,2.8113057479964616e-14
1096,2.817047858449449e-14
1097,2.8227783265217493e-14
1098,2.8285685287605666e-14
1099,2.8343851347026314e-14
1100,2.8401722730173166e-14
1101,2.845990085654172e-14
1102,2.8518671547764825e-14
1103,2.857731488392876e-14
1104,2.8635883125233424e-14
1105,2.8695079412149906e-14
1106,2.8754539793803997e-14
1107,2.8813733688498653e-14
1108,2.887327683622579e-14
1109,2.8933424051534514e-14
1110,2.8993454206640695e-14
1111,2.905344595159721e-14
1112,2.9114091176709504e-14
1113,2.917503730373496e-14
1114,2.923577242038471e-14
1115,2.9296703142384495e-14
1116,2.9358301131211276e-14
1117,2.9420794069682486e-14
1118,2.9483565867422067e-14
1119,2.9545654082527735e-14
1120,2.960775125949154e-14
1121,2.9670640507103197e-14
1122,2.9733611650194736e-14
1123,2.9796438244251456e-14
1124,2.985988439725434e-14
1125,2.99238096407318e-14
1126,2.9987540945404516e-14
1127,3.0051539571746236e-14
1128,3.0116248631719847e-14
1129,3.0181005965207396e-14
1130,3.024569742350114e-14
1131,3.031098549054636e-14
1132,3.0376562210488057e-14
1133,3.04418903760699e-14
1134,3.0507673903562496e-14
1135,3.0574252375886145e-14
1136,3.064069766661128e-14
1137,3.070690557434914e-14
1138,3.077385725734065e-14
1139,3.0841407091958756e-14
1140,3.090870257028574e-14
1141,3.097618321942277e-14
1142,3.104442132865341e-14
1143,3.111275506943104e-14
1144,3.118097365246382e-14
1145,3.1249754768974214e-14
1146,3.1318873742267657e-14
1147,3.1387788791318914e-14
1148,3.1457100277593296e-14
1149,3.1527089832002704e-14
1150,3.159695334361421e-14
1151,3.1666715650498e-14
1152,3.1737125811796934e-14
1153,3.1807835930607425e-14
1154,3.187834392625222e-14
1155,3.194925708870763e-14
1156,3.202075876379075e-14
1157,3.2092094759973394e-14
1158,3.216335534475362e-14
1159,3.223526631936202e-14
1160,3.230747891835085e-14
1161,3.237946943976343e-14
1162,3.245180077099064e-14
1163,3.252471154868567e-14
1164,3.2597565442380875e-14
1165,3.267042246196855e-14
1166,3.274383774358348e-14
1167,3.281744477118055e-14
1168,3.289091978307411e-14
1169,3.2964866792386647e-14
1170,3.3039202074303865e-14
1171,3.3113077500786016e-14
1172,3.318693232387888e-14
1173,3.326172446933818e-14
1174,3.333681400928099e-14
1175,3.341140366177534e-14
1176,3.3486168007786915e-14
1177,3.356154109994688e-14
1178,3.363695478256002e-14
1179,3.371230672234867e-14
