,maxval_y,shift_y
0,"[0.94501551, 0.55456205, 0.75935934, 0.56550695, 0.6545578, 0.67529876, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
