,mu,sigma
0,228645.29836537695,20454483590.880383
1,5708.320723684211,5019973.471149493
2,1.2617058625473156,0.20215894702480428
3,0.47504414245746607,0.03613722356973811
4,0.13475278256410927,0.008672188925457595
5,0.128688495693454,0.008273096252900137
6,0.25373845447823545,0.020269862343508305
7,0.007776124806734807,9.845787314961898e-05
