,mu,sigma
0,226646.57745228987,20418644260.96541
1,5754.435185185185,5011389.905058304
2,1.2583284318950243,0.20110867579808653
3,0.47246737687934776,0.03610993898182205
4,0.1341583646625569,0.008559383849958633
5,0.13151715330757666,0.007879042437858872
6,0.2532076996362471,0.02073254749008793
7,0.008649405514271175,0.0001041478462799908
