,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.04040181,0.11350675,0.032822393,-0.23768786,-0.03336722,-0.0041881274,-0.017426264,-0.22044684,0.15686098,-0.19762023,0.34082863,-0.14774421,-0.08790038,0.039823588,-0.20960246,-0.042408552,0.013192532,-0.047453836,0.015797941,-0.17914236,0.05013547,0.2589224,-0.046252523,0.3071071,0.20189132,-0.10272147,0.21814454,-0.08473644,-0.050050307,0.4228912,0.047199972,0.26871854,0.0072177863,-0.017648194,-0.0011085734,-0.087782525,0.19414604,-0.13796876,-0.12413182,0.1378775,0.08161657,0.014729165,0.047360223,-0.06968958,-0.2149211,-0.3431073,-0.07135238,0.19860351,0.26206672,-0.06938868,-0.080457695,-0.13757731,-0.12673339,-0.29683092,-0.12664326,-0.21723321,-0.26013935,-0.152996,0.065468624,-0.065186605,-0.06075304,-0.12986144,-0.21006103,0.09898254
1,0.15947379,0.055457115,-0.17185631,-0.07361112,0.17045255,-0.07280172,0.011667895,0.1506069,0.17486255,-0.12324956,-0.08253013,0.066433184,0.17526276,0.0789375,0.064274006,-0.2709677,0.068772174,-0.12251092,0.23391572,0.08861171,0.089906454,0.31312978,0.014729092,-0.087500855,0.0812997,-0.056796566,-0.024185205,0.10288607,0.16364762,0.14249124,0.17629527,0.13807635,-0.21547869,0.19660735,-0.07551235,0.08947144,0.23513386,-0.07069982,0.11101222,0.12982032,-0.0012419292,-0.21927066,0.0036303008,-0.16979608,-0.11331993,-0.2006916,0.06390928,0.0805351,0.23950791,0.123183705,-0.24625126,0.1714192,-0.09459717,-0.024577385,-0.08450743,0.09219118,0.05495947,-0.071690105,0.08274007,0.056622256,-0.0030293993,-0.06717196,-0.27210334,-0.0959841
2,0.22248109,0.27996218,-0.020887401,0.10951546,0.11343354,0.051495224,0.07036271,0.1764592,-0.14813384,0.24768552,-0.024117468,-0.054083098,-0.020469733,0.11142245,-0.05157879,0.057925377,-0.14027785,0.09297844,0.1290929,0.19335681,0.07931337,-0.20895621,-0.3330913,0.05024936,-0.038043138,-0.21279944,-0.2576065,0.05664312,0.04905826,-0.17351335,0.012328312,-0.1063239,-0.1120551,-0.06322356,-0.16391613,0.15424766,-0.12038762,0.17599247,0.22871645,0.018698873,0.11964082,0.048669,0.10173987,0.14791864,0.17270029,-0.05524412,0.21337299,-0.13341291,0.105095014,-0.046127878,0.2700762,-0.14750879,0.105789736,-0.29037437,0.22919358,0.0901374,0.055040933,-0.1279405,0.13532321,-0.089730956,0.031028524,-0.24226901,0.11472501,0.14379224
3,0.21217154,-0.22796035,-0.06926678,0.2521835,0.24544157,0.23114079,-0.10317035,0.26216292,0.1491394,0.25139418,0.011481701,0.122454934,0.21480185,0.02066168,0.19664045,-0.09671148,0.24179037,-0.021707432,-0.010157525,-0.2061808,0.10728404,-0.22335602,-0.17527896,-0.31519985,-0.04078704,-0.072067395,-0.08464029,0.16497037,0.0478271,-0.14104044,0.19696328,-0.12178892,-0.18471989,-0.007302231,0.27592552,0.23243672,0.11578665,-0.008482842,0.20399715,-0.18223868,0.22329882,0.12105065,0.17220993,-0.1557835,-0.06332097,0.18574268,0.0013727082,-0.12221801,-0.06552041,-0.12282148,0.28097472,0.06933693,0.08470278,-0.048294708,0.2156408,-0.060968865,-0.07716007,-0.10713448,0.09172575,0.19717474,-0.028273016,0.23437689,-0.08139507,0.17589559
4,-0.17495681,0.085377656,0.21090905,-0.137085,-0.255509,0.1731957,0.07601167,0.03672822,-0.1047192,0.06949654,0.31795186,-0.18549281,-0.10298272,-0.09820672,-0.2242332,0.2080203,0.050742593,0.25249022,-0.16924578,0.10273588,-0.084335014,0.10743581,-0.031812403,0.028408013,-0.029530399,0.23003292,-0.123540334,-0.16324179,-0.03392165,0.19249521,0.06416466,0.22171703,0.24797758,0.071035914,0.2019453,0.12381844,-0.06704619,-0.23293433,0.03749195,-0.27800265,0.047715068,-0.019700916,-0.10312392,0.13168934,0.25754857,-0.103561334,-0.061855275,0.14753199,0.007873608,-0.008869673,0.0027700157,-0.09978616,-0.26077357,0.1423202,0.17024736,-0.3716614,-0.093336776,-0.18019651,-0.10768681,-0.21940367,0.11412762,0.17034839,-0.089743145,-0.11531104
5,0.086107865,-0.50489795,-0.3377249,0.16571093,-0.26777697,-0.019280734,-0.21029381,-0.2997293,-0.18028918,-0.10881002,-0.15598916,-0.036155816,0.13945226,-0.1615377,-0.21237518,0.1023368,0.2041368,0.023434898,0.076893225,0.16549706,-0.035126723,0.2789041,0.04460499,0.14791085,-0.035250556,0.072162755,-0.34352708,-0.12580554,-0.26763076,0.31949586,-0.106870815,-0.051996212,-0.24709338,-0.045373432,-0.4601539,0.14231764,-0.12582247,0.0672504,0.09799519,-0.2857615,-0.07110616,0.042538818,-0.11797842,-0.1308193,0.10996256,-0.19016393,-0.19056578,0.1990385,-0.20787452,0.06768915,-0.048440836,-0.056170117,0.110640734,-0.13231567,-0.027470851,-0.062908515,-0.30178744,-0.21382171,-0.17342556,0.015407638,-0.15251014,0.12217045,-0.07744552,0.10075081
6,0.103922814,-0.06994867,-0.128741,0.023903511,0.11564872,-0.21246953,-0.09451307,-0.19028354,-0.16479655,-0.12724161,-0.006645774,-0.04020813,-0.09805947,0.01733259,-0.021592375,-0.06960387,-0.098283105,-0.008401382,-0.17163597,-0.055480365,-0.30380607,0.008595222,-0.09120418,0.32576084,0.073395275,0.15045224,-0.076822765,-0.23757365,0.004722237,0.14269574,-0.057032995,-0.21226686,0.1787546,0.08839172,0.26917318,0.02233758,0.34579593,0.08271564,-0.02179768,-0.43178496,-0.03773367,-0.022418963,0.014416172,-0.01386113,0.1632095,-0.05298165,-0.07306594,-0.08238021,-0.12537563,-0.030851558,0.12181812,-0.086197786,-0.07333027,-0.097811006,-0.24510242,0.045158233,-0.19608408,-0.08421002,-0.066523835,0.17952347,-0.14105886,-0.13187887,-0.11947297,-0.05804576
7,-0.061923753,-0.19768403,-0.056703832,0.08822818,0.177638,-0.12916197,-0.04943855,-0.06689385,-0.17292392,0.017024586,0.042827725,-0.082992174,0.10042844,-0.024910918,-0.059984997,0.1414895,-0.13149099,0.13128428,0.03488487,-0.11410875,-0.08620921,-0.17912322,-0.18594366,-0.22797899,0.13343315,-0.054207094,0.22627693,0.016360253,-0.0079296,-0.037537023,-0.14574027,-0.31927451,-0.19449991,-0.041191883,-0.1497926,0.23949216,-0.11597461,0.03127132,-0.08864951,0.04059049,-0.082631215,0.15211588,0.067431524,0.11526134,0.0032296423,-0.22125542,0.046877928,-0.04492134,-0.17065717,0.012830074,-0.00015146492,-0.11728778,-0.018923746,-0.22482486,-0.20257379,-0.03538041,0.07818482,0.08265193,-0.11635188,-0.16001879,0.025358466,-0.09865995,-0.079093136,-0.15867236
8,0.059297208,0.07594924,0.2282866,-0.1372719,0.17838277,0.064139105,-0.25320196,-0.037906043,-0.15124883,-0.1416973,0.25532424,-0.18405022,-0.30598435,0.118844524,-0.18186392,0.23345858,0.063085094,-0.017129399,-0.18481712,-0.18812098,-0.29647318,-0.08906472,-0.014572316,0.1530525,0.15531978,-0.09173718,0.13305558,0.007159443,0.03795828,-0.0027506992,-0.27747142,-0.10360506,0.072173275,-0.011352697,0.04538508,0.04676411,-0.2935678,-0.09855741,-0.13159703,-0.22221754,-0.16665477,0.11458211,-0.24108014,0.11693606,0.15603629,0.1712926,-0.041969087,0.14464407,0.004582245,-0.1447499,0.005888938,0.18251999,-0.011790504,0.13639504,0.16724512,0.025264345,0.22874323,-0.26331982,-0.15989989,0.28082913,-0.082860105,-0.18772146,-0.023619417,0.13997549
9,-0.09078409,-0.1878853,-0.21939225,-0.07787293,-0.25576395,-0.15548313,0.11327876,0.15636005,-0.027141713,-0.0052032764,-0.2199195,-0.08191271,-0.17493048,-0.11353836,-0.13930486,-0.27175602,0.18421899,0.3281049,-0.116284326,-0.11767903,0.10332805,0.30512688,-0.06683495,-0.013043002,0.09230937,0.1742456,-0.2899804,-0.1709113,-0.0017932463,-0.0075244284,0.13066918,-0.11106659,0.13694027,0.091310896,-0.07735187,-0.07173432,0.05695975,-0.35297176,-0.09591965,-0.18612804,-0.08798059,-0.10953204,-0.06776704,-0.16313922,-0.21989332,0.15660827,0.13274753,0.2692342,0.21767893,0.12390024,0.0385922,0.014419855,-0.03456971,0.11198547,-0.10945916,0.17621464,-0.022226222,-0.15875798,-0.0689738,-0.1635324,0.16475941,0.08245037,0.060382485,-0.007492567
10,0.15318474,-0.40778208,0.056470826,-0.15384313,-0.3381544,-0.19638951,-0.39873123,0.124050885,-0.012542436,0.04529415,-0.044002235,0.20093396,-0.28660035,-0.0853691,-0.0027904538,-0.01816052,0.24756442,0.17913733,0.018557413,0.07647067,0.2178945,-0.03405256,-0.19512822,-0.15673801,-0.17046034,-0.04918804,0.007091776,0.25063986,-0.28868207,0.3188301,-0.06947578,-0.007988049,0.03297608,0.20364833,-0.03619937,0.07591531,0.17612147,0.2238482,0.041289914,0.20305549,-0.1350877,0.3635136,0.019259453,0.058399785,0.019268177,0.22308527,0.020684034,-0.15036029,0.032948203,0.07925517,0.12611976,-0.14000249,-0.07648465,-0.104931325,0.13267708,0.006348717,-0.0030339798,-0.2718653,-0.23419125,-0.26553893,0.049440198,-0.1668908,0.15667838,-0.22710693
