,mu,sigma
0,229154.54237049824,23169461390.43182
1,5805.511354420113,5972561.277446092
2,1.25577132878532,0.21063440448914872
3,0.3060710723935136,0.058122546710455726
4,0.21468761145996132,0.042523721103438696
5,0.21226471182075693,0.04086110664485472
6,0.2504768354758122,0.04297520931039085
7,0.016499768849955687,0.0011853812475581692
