,max,min
0,5.9619671e-08,0.0
1,3.80024665e-07,0.0
2,1.0111268275e-06,0.0
3,2.125618325e-06,0.0
4,4.04867165e-06,0.0
5,7.363035950000001e-06,0.0
6,1.2889094075e-05,0.0
7,2.215008325e-05,0.0
8,3.776401425e-05,0.0
9,0.000146199925,0.0
10,0.0005941331075000001,0.0
11,0.001965062725,0.0
12,0.004913609975,0.0
13,0.012960590687499999,0.0
14,0.028159693355,0.0
15,0.050723236535,0.0
16,0.0836691974,0.0
17,0.134480433,0.0
18,0.19483613724999999,0.0
19,0.27250779750000004,0.0
20,0.3622823075,0.0
21,0.45267386,0.0
22,0.5213323125,0.0
23,0.5867770575,0.0
24,0.6364450500000001,0.0
25,0.6926002099999999,0.0
26,0.7607698075,0.0
27,0.859675635,0.0
28,0.9896954825000001,0.0
29,1.14680874,0.0
30,1.339580225,0.0
31,1.551840025,0.0
32,1.7764244999999999,0.0
33,2.000641875,0.0
34,2.2441926750000003,0.0
35,2.49340875,0.0
36,2.90257875,0.0
37,3.4099886500000003,0.0
38,3.93255915,0.0
39,4.534786575,0.0
40,5.220961474999999,0.0
41,5.994419475,0.0
42,6.781174350000001,0.0
43,7.625465849999999,0.0
44,8.430959,0.0
45,9.246276425,0.0
46,10.043894125,0.0
47,10.70368025,0.0
48,11.28190775,0.0
49,11.80089,0.0
50,12.169326000000002,0.0
51,12.482581,0.0
52,12.705959,0.0
53,12.861297500000001,0.0
54,12.9663655,0.0
55,13.035053249999999,0.0
56,13.07944675,0.0
57,13.107502,0.0
58,13.125458000000002,0.0
59,13.136756,0.0
60,13.144373250000001,0.0
61,13.251835,0.0
62,13.3775145,0.0
63,13.477360999999998,0.0
64,13.562861,0.0
65,13.62393975,0.0
66,13.67643625,0.0
67,13.7209785,0.0
68,13.751315,0.0
69,13.780266,0.0
70,13.7992925,0.0
71,13.817620000000002,0.0
72,13.830928,0.0
73,13.840489999999999,0.0
74,13.849690249999998,0.0
75,13.856054,0.0
76,13.86038025,0.0
77,13.86450125,0.0
78,13.86711575,0.0
79,13.86904375,0.0
80,13.871573999999999,0.0
81,13.87563325,0.0
82,13.8781395,0.0
83,13.880198,0.0
84,13.8811915,0.0
85,13.881584,0.0
86,13.8814205,0.0
87,13.880917499999999,0.0
88,13.879854250000001,0.0
89,13.878679250000001,0.0
90,13.877235500000001,0.0
91,13.87553875,0.0
92,13.873607999999999,0.0
93,13.871459000000002,0.0
94,13.8691085,0.0
95,13.86657175,0.0
96,13.8645555,0.0
97,13.86172625,0.0
98,13.859505,0.0
99,13.85720225,0.0
100,13.85482275,0.0
101,13.85236825,0.0
102,13.849841249999999,0.0
103,13.847243250000002,0.0
104,13.8445745,0.0
105,13.841835500000002,0.0
106,13.839025749999998,0.0
107,13.837113250000002,0.0
108,13.834183999999999,0.0
109,13.83219,0.0
110,13.829137,0.0
111,13.82705975,0.0
112,13.823878749999999,0.0
113,13.82171425,0.0
114,13.8195135,0.0
115,13.8161435,0.0
116,13.8138495,0.0
117,13.811517250000001,0.0
118,13.813649,0.0
119,13.81787225,0.0
120,13.82205675,0.0
121,13.826204249999998,0.0
122,13.830316,0.0
123,13.832358249999999,0.0
124,13.836417,0.0
125,13.84044225,0.0
126,13.844433500000001,0.0
127,13.848391499999998,0.0
128,13.852317750000001,0.0
129,13.8542685,0.0
130,13.85814625,0.0
131,13.86199225,0.0
132,13.86390375,0.0
133,13.867702750000001,0.0
134,13.869590500000001,0.0
135,13.8733425,0.0
136,13.877063,0.0
137,13.878911500000001,0.0
138,13.882584999999999,0.0
139,13.884409999999999,0.0
140,13.888036,0.0
141,13.8898365,0.0
142,13.891629000000002,0.0
143,13.89518975,0.0
144,13.896958,0.0
145,13.90046925,0.0
146,13.902212,0.0
147,13.90394625,0.0
148,13.90738925,0.0
149,13.90909775,0.0
150,13.910797500000001,0.0
151,13.914170499999999,0.0
152,13.91584375,0.0
153,13.917508499999999,0.0
154,13.919165,0.0
155,13.92081225,0.0
156,13.924080250000001,0.0
157,13.925700500000001,0.0
158,13.92731125,0.0
159,13.928912749999999,0.0
160,13.9305045,0.0
161,13.9320865,0.0
162,13.9352205,0.0
163,13.93677225,0.0
164,13.93831375,0.0
165,13.939844749999999,0.0
166,13.94136525,0.0
167,13.942874499999999,0.0
168,13.944373249999998,0.0
169,13.9458605,0.0
170,13.947337000000001,0.0
171,13.9488015,0.0
172,13.95025475,0.0
173,13.95169625,0.0
174,13.953126,0.0
175,13.95454325,0.0
176,13.955948500000002,0.0
177,13.95734125,0.0
178,13.95872125,0.0
179,13.96008825,0.0
180,13.96144275,0.0
181,13.96278425,0.0
182,13.964112,0.0
183,13.9654265,0.0
184,13.96672725,0.0
185,13.96672725,0.0
186,13.968014250000001,0.0
187,13.96928725,0.0
188,13.97054575,0.0
189,13.97179,0.0
190,13.97301975,0.0
191,13.97423475,0.0
192,13.97423475,0.0
193,13.9754345,0.0
194,13.9766195,0.0
195,13.977788749999998,0.0
196,13.97894275,0.0
197,13.980081249999998,0.0
198,13.980081249999998,0.0
199,13.9812035,0.0
200,13.98230975,0.0
201,13.983399499999999,0.0
202,13.98447325,0.0
203,13.98447325,0.0
204,13.985529999999999,0.0
205,13.986569500000002,0.0
206,13.987592750000001,0.0
207,13.987592750000001,0.0
208,13.988598499999998,0.0
209,13.98958625,0.0
210,13.99055675,0.0
211,13.99055675,0.0
212,13.9915095,0.0
213,13.99244425,0.0
214,13.99244425,0.0
215,13.99336025,0.0
216,13.994258250000001,0.0
217,13.995137499999998,0.0
218,13.995137499999998,0.0
219,13.995998,0.0
220,13.996839,0.0
221,13.996839,0.0
222,13.997661249999998,0.0
223,13.998463749999999,0.0
224,13.998463749999999,0.0
225,13.999246500000002,0.0
226,14.00001,0.0
227,14.00001,0.0
228,14.000753,0.0
229,14.001475749999999,0.0
230,14.001475749999999,0.0
231,14.00217825,0.0
232,14.00217825,0.0
233,14.00285975,0.0
234,14.00352025,0.0
235,14.00352025,0.0
236,14.00416,0.0
237,14.0047785,0.0
238,14.0047785,0.0
239,14.0053755,0.0
240,14.0053755,0.0
241,14.005950499999999,0.0
242,14.006504,0.0
243,14.006504,0.0
244,14.007034999999998,0.0
245,14.007034999999998,0.0
246,14.00754375,0.0
247,14.00754375,0.0
248,14.008030000000002,0.0
249,14.0084935,0.0
250,14.0084935,0.0
251,14.008934,0.0
252,14.008934,0.0
253,14.0093515,0.0
254,14.0093515,0.0
255,14.0097455,0.0
256,14.0097455,0.0
257,14.010116,0.0
258,14.01046225,0.0
259,14.01046225,0.0
260,14.0107845,0.0
261,14.0107845,0.0
262,14.011083250000002,0.0
263,14.011083250000002,0.0
264,14.011356750000001,0.0
265,14.011356750000001,0.0
266,14.011606,0.0
267,14.011606,0.0
268,14.011830000000002,0.0
269,14.011830000000002,0.0
270,14.012028749999999,0.0
271,14.012028749999999,0.0
272,14.0122025,0.0
273,14.0122025,0.0
274,14.0123505,0.0
275,14.0123505,0.0
276,14.0124715,0.0
277,14.0124715,0.0
278,14.012566500000002,0.0
279,14.012566500000002,0.0
280,14.012636,0.0
281,14.012636,0.0
282,14.01268025,0.0
283,14.01268025,0.0
284,14.012700500000001,0.0
285,14.012700500000001,0.0
286,14.0126965,0.0
287,14.0126965,0.0
288,14.012669,0.0
289,14.012669,0.0
290,14.01261875,0.0
291,14.01261875,0.0
292,14.01254575,0.0
293,14.01254575,0.0
294,14.012451,0.0
295,14.012451,0.0
296,14.012334000000001,0.0
297,14.012334000000001,0.0
298,14.012196249999999,0.0
299,14.012196249999999,0.0
300,14.012037249999999,0.0
301,14.012037249999999,0.0
302,14.01185875,0.0
303,14.01185875,0.0
304,14.011659749999998,0.0
305,14.011659749999998,0.0
306,14.01144125,0.0
307,14.01144125,0.0
308,14.0112035,0.0
309,14.0112035,0.0
310,14.01094675,0.0
311,14.01094675,0.0
312,14.010672,0.0
313,14.010672,0.0
314,14.0103785,0.0
315,14.0103785,0.0
316,14.010068,0.0
317,14.010068,0.0
318,14.009739249999999,0.0
319,14.009739249999999,0.0
320,14.00939375,0.0
321,14.00939375,0.0
322,14.00903175,0.0
323,14.00903175,0.0
324,14.00865275,0.0
325,14.00865275,0.0
326,14.008258,0.0
327,14.008258,0.0
328,14.007846999999998,0.0
329,14.007846999999998,0.0
330,14.00742075,0.0
331,14.00742075,0.0
332,14.006979249999999,0.0
333,14.006979249999999,0.0
334,14.0065225,0.0
335,14.0065225,0.0
336,14.00605075,0.0
337,14.00605075,0.0
338,14.00605075,0.0
339,14.005564999999999,0.0
340,14.005564999999999,0.0
341,14.00506475,0.0
342,14.00506475,0.0
343,14.0045505,0.0
344,14.0045505,0.0
345,14.00402275,0.0
346,14.00402275,0.0
347,14.0034815,0.0
348,14.0034815,0.0
349,14.00292675,0.0
350,14.00292675,0.0
351,14.00235925,0.0
352,14.00235925,0.0
353,14.00177875,0.0
354,14.00177875,0.0
355,14.001186,0.0
356,14.001186,0.0
357,14.00058025,0.0
358,14.00058025,0.0
359,13.999963000000001,0.0
360,13.999963000000001,0.0
361,13.999333000000002,0.0
362,13.999333000000002,0.0
363,13.99869225,0.0
364,13.99869225,0.0
365,13.998039749999998,0.0
366,13.998039749999998,0.0
367,13.997375250000001,0.0
368,13.997375250000001,0.0
369,13.99670025,0.0
370,13.99670025,0.0
371,13.996013750000001,0.0
372,13.996013750000001,0.0
373,13.99531725,0.0
374,13.99531725,0.0
375,13.994609749999999,0.0
376,13.994609749999999,0.0
377,13.9938915,0.0
378,13.9938915,0.0
379,13.993163499999998,0.0
380,13.993163499999998,0.0
381,13.992425,0.0
382,13.992425,0.0
383,13.99167675,0.0
384,13.99167675,0.0
385,13.99091875,0.0
386,13.99091875,0.0
387,13.990151749999999,0.0
388,13.990151749999999,0.0
389,13.9893745,0.0
390,13.9893745,0.0
391,13.988588250000001,0.0
392,13.988588250000001,0.0
393,13.98779275,0.0
394,13.98779275,0.0
395,13.98698875,0.0
396,13.98698875,0.0
397,13.98617525,0.0
398,13.98617525,0.0
399,13.985353499999999,0.0
400,13.985353499999999,0.0
401,13.984523000000001,0.0
402,13.984523000000001,0.0
403,13.983684,0.0
404,13.983684,0.0
405,13.982837,0.0
406,13.982837,0.0
407,13.9819815,0.0
408,13.9819815,0.0
409,13.981118250000002,0.0
410,13.981118250000002,0.0
411,13.98024725,0.0
412,13.98024725,0.0
413,13.979368000000001,0.0
414,13.979368000000001,0.0
415,13.97848125,0.0
416,13.97848125,0.0
417,13.97758725,0.0
418,13.97758725,0.0
419,13.976686,0.0
420,13.976686,0.0
421,13.975777,0.0
422,13.975777,0.0
423,13.974861,0.0
424,13.974861,0.0
425,13.97393775,0.0
426,13.97393775,0.0
427,13.973008,0.0
428,13.973008,0.0
429,13.97207075,0.0
430,13.97207075,0.0
431,13.9711275,0.0
432,13.9711275,0.0
433,13.970177249999999,0.0
434,13.970177249999999,0.0
435,13.9692205,0.0
436,13.9692205,0.0
437,13.9682575,0.0
438,13.9682575,0.0
439,13.96728775,0.0
440,13.96728775,0.0
441,13.966312,0.0
442,13.966312,0.0
443,13.965330250000001,0.0
444,13.965330250000001,0.0
445,13.96434225,0.0
446,13.96434225,0.0
447,13.9633485,0.0
448,13.9633485,0.0
449,13.9633485,0.0
450,13.962349000000001,0.0
451,13.962349000000001,0.0
452,13.9613435,0.0
453,13.9613435,0.0
454,13.9603325,0.0
455,13.9603325,0.0
456,13.959315749999998,0.0
457,13.959315749999998,0.0
458,13.9582935,0.0
459,13.9582935,0.0
460,13.957266,0.0
461,13.957266,0.0
462,13.9562335,0.0
463,13.9562335,0.0
464,13.955195250000001,0.0
465,13.955195250000001,0.0
466,13.95415225,0.0
467,13.95415225,0.0
468,13.953103500000001,0.0
469,13.953103500000001,0.0
470,13.95205025,0.0
471,13.95205025,0.0
472,13.950992,0.0
473,13.950992,0.0
474,13.949929000000001,0.0
475,13.949929000000001,0.0
476,13.94886125,0.0
477,13.94886125,0.0
478,13.947788500000001,0.0
479,13.947788500000001,0.0
480,13.94671175,0.0
481,13.94671175,0.0
482,13.94563,0.0
483,13.94563,0.0
484,13.94454375,0.0
485,13.94454375,0.0
486,13.943453000000002,0.0
487,13.943453000000002,0.0
488,13.942358250000002,0.0
489,13.942358250000002,0.0
490,13.94125925,0.0
491,13.94125925,0.0
492,13.94015625,0.0
493,13.94015625,0.0
494,13.93904875,0.0
495,13.93904875,0.0
496,13.9379375,0.0
497,13.9379375,0.0
498,13.936822,0.0
499,13.936822,0.0
500,13.935702249999999,0.0
501,13.935702249999999,0.0
502,13.934579,0.0
503,13.934579,0.0
504,13.933451999999999,0.0
505,13.933451999999999,0.0
506,13.932321,0.0
507,13.932321,0.0
508,13.93118675,0.0
509,13.93118675,0.0
510,13.9300485,0.0
511,13.9300485,0.0
512,13.928907250000002,0.0
513,13.928907250000002,0.0
514,13.92776175,0.0
515,13.92776175,0.0
516,13.926613249999999,0.0
517,13.926613249999999,0.0
518,13.9254615,0.0
519,13.9254615,0.0
520,13.924305749999998,0.0
521,13.924305749999998,0.0
522,13.923147,0.0
523,13.923147,0.0
524,13.921985499999998,0.0
525,13.921985499999998,0.0
526,13.9208205,0.0
527,13.9208205,0.0
528,13.919652,0.0
529,13.919652,0.0
530,13.918481000000002,0.0
531,13.918481000000002,0.0
532,13.917306499999999,0.0
533,13.917306499999999,0.0
534,13.91612975,0.0
535,13.91612975,0.0
536,13.9149495,0.0
537,13.9149495,0.0
538,13.9137665,0.0
539,13.9137665,0.0
540,13.912580749999998,0.0
541,13.912580749999998,0.0
542,13.911392,0.0
543,13.911392,0.0
544,13.910201,0.0
545,13.910201,0.0
546,13.909007,0.0
547,13.909007,0.0
548,13.9078105,0.0
549,13.9078105,0.0
550,13.906611,0.0
551,13.906611,0.0
