,mu,sigma
0,229905.0785927663,23077132332.40535
1,5803.41864634693,5883840.3661964685
2,1.255411459297739,0.20715607193628363
3,0.3008311001159884,0.05648617909597008
4,0.20327679829525055,0.03869824767106919
5,0.20442516594603302,0.03873742038538201
6,0.2764454398066674,0.04024905048182754
7,0.015021495836060751,0.0007455251830875214
