,0
0,-0.0155277215
1,-0.08658506
2,-0.073437706
3,0.11310034
4,0.099303655
5,0.1264004
6,-0.013537504
7,0.05806678
8,0.050701816
9,-0.029655125
10,-0.19317384
11,0.060880326
12,-0.0774928
13,0.07350885
14,0.032151893
15,-0.09553562
16,-0.23558815
17,0.01236994
18,0.10526196
19,0.03886854
20,-0.10509568
21,0.09004041
22,-0.03192541
23,-0.0009518652
24,-0.097170584
25,-0.15843715
26,0.080262534
27,-0.048315644
28,0.05415298
29,0.07513726
30,-0.010840281
31,-0.042758733
32,0.008102928
33,0.066511594
34,0.015851025
35,0.04647559
36,-0.034506608
37,0.07715247
38,0.09274853
39,0.14258772
40,-0.18228889
41,0.02707656
42,0.014235344
43,0.009469207
44,-0.069016844
45,0.047664907
46,-0.094871975
47,0.086507685
48,0.089393035
49,-0.07694588
50,-0.025532125
51,0.0115855755
52,-0.031946264
53,0.0129450625
54,0.06989201
55,-0.045577843
56,0.056432463
57,0.019105192
58,0.050564952
59,0.04207184
60,0.034003604
61,-0.08421132
62,-0.042606607
63,-0.12718655
64,-0.12953861
65,-0.13707669
66,-0.04932285
67,-0.068762325
68,-0.14184394
69,0.028704852
70,-0.034864634
71,-0.104141995
72,-0.088819616
73,-0.056063697
74,0.10039399
75,0.103197515
76,0.0743558
77,0.09138835
78,0.1400261
79,0.02640075
80,-0.058863882
81,0.041289646
82,-0.024791447
83,-0.08109665
84,-0.0076864925
85,-0.21588269
86,-0.008336737
87,0.062128115
88,0.037693318
89,-0.05834325
90,0.03315974
91,0.077951685
92,0.059693806
93,-0.008359253
94,0.052694112
95,0.14693819
96,-0.13747293
97,0.096167155
98,0.030795328
99,-0.06679615
100,0.044015992
101,-0.014962212
102,-0.06886188
103,-0.10496574
104,0.06867084
105,-0.09132844
106,-0.24399626
107,0.12637903
108,0.109533094
109,0.0018274069
110,-0.23663224
111,-0.0071362783
112,-0.22346132
113,0.1108026
114,-0.07224912
115,0.06599708
116,-0.22146592
117,0.08145366
118,0.1150058
119,-0.08102815
120,-0.26335797
121,0.040690765
122,-0.11341847
123,0.099066064
124,-0.06747168
125,0.0444415
126,-0.27617133
127,0.07387209
128,0.079747364
129,0.080733344
130,-0.022982383
131,-0.03130933
132,-0.018964326
133,-0.031516146
134,0.010693283
135,-0.17217971
136,-0.021118458
137,0.08585905
138,-0.0303171
139,-0.08029338
140,0.092624895
141,0.019955503
142,-0.019748887
143,0.13631621
144,0.09345742
145,-0.049699817
146,0.0045992597
147,0.018043648
148,-0.09749932
149,0.01159054
150,0.06670579
151,-0.25419897
152,0.069919825
153,-0.018751238
154,-0.09545772
155,-0.012062649
156,-0.08162614
157,0.009547309
158,0.05669382
159,-0.025753317
160,-0.107131325
161,-0.12999609
162,0.11915773
163,0.115201466
164,0.09769564
165,0.07381864
166,-0.07299765
167,0.013061027
168,-0.027089478
169,0.033304032
170,0.08752494
171,-0.06690149
172,-0.04486956
173,0.060579862
174,-0.090042606
175,-0.06644176
176,-0.055099517
177,-0.016254134
178,-0.15018226
179,0.11771933
180,0.03983661
181,-0.23743813
182,0.06909291
183,0.04255981
184,0.015244046
185,-0.03874831
186,-0.10121651
187,0.031833753
188,0.025204292
189,-0.09014765
190,0.022601278
191,0.08924694
192,0.08620258
193,-0.017138252
194,-0.09570094
195,-0.123688266
196,0.058423527
197,-0.076689415
198,-0.08369901
199,-0.077627085
200,0.055986024
201,0.09724459
202,0.0741056
203,0.004033019
204,-0.04313717
205,-0.0749222
206,0.015254466
207,-0.1676862
208,0.046229
209,-0.19884446
210,-0.063693285
211,0.09902309
212,0.06414106
213,0.029472744
214,0.100023046
215,-0.010987589
216,0.039574716
217,0.012903294
218,0.06481461
219,0.07853068
220,0.083755285
221,-0.022932744
222,-0.05593502
223,-0.23957083
224,0.048281025
225,-0.14056617
226,0.09555348
227,-0.2736448
228,-0.09055055
229,-0.07907915
230,-0.0026066357
231,-0.01741482
232,-0.04724226
233,0.07940371
234,-0.044012334
235,0.07237639
236,-0.0028676721
237,-0.0686062
238,-0.053782515
239,-0.19729702
240,0.000737011
241,-0.03461889
242,-0.12214123
243,-0.20921344
244,0.05840624
245,0.058208138
246,-0.013962717
247,-0.09634852
248,0.05536311
249,-0.08709944
250,-0.032147624
251,-0.17994206
252,-0.09703642
253,-7.583507e-05
254,0.06582621
255,-0.26062733
256,0.04117128
257,0.010086472
258,0.12717801
259,-0.021443909
260,-0.003661176
261,-0.009167641
262,0.022018969
263,-0.066225536
264,0.1562704
265,0.0026439992
266,-0.06262774
267,-0.200908
268,0.015381988
269,0.11645744
270,0.08552036
271,0.046780232
272,-0.0058465637
273,-0.0926306
274,0.14866778
275,0.06878038
276,0.08636287
277,0.014079159
278,-0.024046041
279,-0.0664323
280,-0.19137697
281,-0.23172544
282,0.040189743
283,0.095353715
284,0.03772701
285,0.06050719
286,0.09732738
287,0.11282927
288,-0.048961375
289,0.097521625
290,-0.08385565
291,0.006979117
292,-0.029516077
293,0.041359913
294,0.07077614
295,0.09635811
296,0.11205138
297,0.085630395
298,0.07260499
299,0.06700718
300,-0.07644645
301,0.08457572
302,-0.17453563
303,0.0044052843
304,-0.022073193
305,0.10804819
306,-0.076710686
307,-0.07601116
308,0.061465926
309,-0.050639335
310,-0.040683236
311,0.06926122
312,0.0026181284
313,0.012808455
314,0.0760557
315,-0.0024267833
316,-0.096787564
317,-0.06152957
318,-0.07472571
319,0.08617413
