,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.13112465,-0.058944676,-0.8718924,-0.08354853,-0.0054874676,0.2699574,-0.7674813,0.31712228,-0.20137714,0.31866172,0.18585366,-0.03720933,0.09319465,0.4653969,0.08287927,0.04682759
1,-0.3716405,0.112021685,0.55522263,-0.14909847,-0.15851636,-0.8306902,0.26134264,-0.033449803,0.54220515,-0.6276245,0.20021568,-0.014839256,-0.63717824,-0.13297862,-0.6012823,0.69748217
2,-0.114661805,-0.44669697,0.038298417,-0.38877875,0.1355475,-0.22642966,0.2946722,-0.79959404,0.1423137,-0.39288214,0.001788854,0.0941771,0.122434944,0.07686144,0.33529708,0.2896482
3,0.26931834,0.06467077,0.30445352,0.3894001,-0.4485241,-0.1878031,0.26249304,-0.10609198,0.5252842,-0.38318127,0.33547226,-0.25631028,0.15076107,0.18794899,0.27754456,0.39870954
4,-0.05945063,-0.16236223,0.18669973,0.3888276,0.03825136,-0.10636844,0.13074113,0.014452811,0.012679508,-0.06694035,-0.18688168,0.31142393,0.24484764,0.2449414,0.1787594,0.13598453
5,0.052442055,-0.30328742,0.15211056,-0.102796495,-0.015820472,0.26037976,0.30242425,-0.011181038,-0.6011867,-0.07079567,0.32708338,0.35859397,0.18910928,0.194837,0.11981553,-0.10314893
6,-0.1995622,0.30949518,0.19748758,0.2767218,-0.0016682826,0.014793999,0.22635952,-0.017569607,0.25287476,-0.25878048,-0.18937401,0.086218685,0.22689277,0.21649297,0.2954203,0.2310131
7,0.19102933,-0.114919804,0.024612535,0.09041825,-0.2925768,-0.0134459855,0.08182521,0.19288708,-0.03713115,0.038586807,0.1343393,0.124306805,0.026317772,-0.10901855,0.14657101,5.745121e-05
