,time [fs]
448,1.0832131445125814e-14
449,1.0843772208428133e-14
450,1.0855400550038312e-14
451,1.0867016773173139e-14
452,1.087862104736632e-14
453,1.0890213273047134e-14
454,1.0901793347414477e-14
455,1.0913361400326281e-14
456,1.0924917594371898e-14
457,1.0936462019403665e-14
458,1.0947994846209144e-14
459,1.0959516322905473e-14
460,1.0971026692344764e-14
461,1.0982526282052232e-14
462,1.0994015413472247e-14
463,1.1005494289820522e-14
464,1.101696309952791e-14
465,1.1028422060283012e-14
466,1.1039871400071156e-14
467,1.1051311330044033e-14
468,1.1062742053647031e-14
469,1.1074163786495393e-14
470,1.1085576754083205e-14
471,1.1096981160895561e-14
472,1.1108377191832121e-14
473,1.1119765058325822e-14
474,1.113114498526433e-14
475,1.1142517173312315e-14
476,1.1153881815313712e-14
477,1.1165239109573343e-14
478,1.1176589235627571e-14
479,1.1187932377091234e-14
480,1.1199268755449367e-14
481,1.1210598583749508e-14
482,1.122192204016792e-14
483,1.1233239319565119e-14
484,1.1244550651822803e-14
485,1.125585628811929e-14
486,1.1267156455685975e-14
487,1.1278451329472542e-14
488,1.128974112483248e-14
489,1.130102614033389e-14
490,1.1312306441775293e-14
491,1.1323581717480714e-14
492,1.1334851864956411e-14
493,1.1346117189150396e-14
494,1.1357377779521711e-14
495,1.1368634176536652e-14
496,1.1379886503834083e-14
497,1.1391132586470276e-14
498,1.140238084771638e-14
499,1.1413636642066879e-14
500,1.1424891207800664e-14
501,1.1436146256652976e-14
502,1.1447404002126709e-14
503,1.1458666149916554e-14
504,1.1469932234453811e-14
505,1.1481200602839355e-14
506,1.1492499589298781e-14
507,1.1503824103237014e-14
508,1.1515149034224287e-14
509,1.1526497949865812e-14
510,1.1537888787796753e-14
511,1.1549350443361872e-14
512,1.1560892015415811e-14
513,1.1572596011536907e-14
514,1.158453007581792e-14
515,1.1596299522558222e-14
516,1.160788344691305e-14
517,1.1619495968409509e-14
518,1.1631098815294054e-14
519,1.1642704193852366e-14
520,1.1654380385470209e-14
521,1.1666155324561648e-14
522,1.1678117934085467e-14
523,1.1690406425998201e-14
524,1.170241670959521e-14
525,1.1714063791458785e-14
526,1.1725863921987203e-14
527,1.1737639442600708e-14
528,1.1749363426765337e-14
529,1.1761123461807496e-14
530,1.1772913368252496e-14
531,1.1784752316642857e-14
532,1.1796657714604717e-14
533,1.1808669353151634e-14
534,1.1820840579888033e-14
535,1.1833208155357301e-14
536,1.1845990518507122e-14
537,1.1859143916753753e-14
538,1.1872190387515354e-14
539,1.1885271499443482e-14
540,1.1898485435745632e-14
541,1.1911902998353802e-14
542,1.192550851903743e-14
543,1.1938821345340016e-14
544,1.1951781005166867e-14
545,1.1964585043943858e-14
546,1.1977335559494031e-14
547,1.199009745643006e-14
548,1.2002914380188068e-14
549,1.201582748757278e-14
550,1.2029019747743788e-14
551,1.2042397344006262e-14
552,1.2055670852164867e-14
553,1.206891041364936e-14
554,1.2082119691923455e-14
555,1.2095413424165909e-14
556,1.2108585014175773e-14
557,1.2121484380548415e-14
558,1.2134363764471402e-14
559,1.214723827930748e-14
560,1.2160086520764241e-14
561,1.2172953998472046e-14
562,1.2185878521716333e-14
563,1.2198905783737685e-14
564,1.2212030092836158e-14
565,1.2225354735185811e-14
566,1.2239013398784983e-14
567,1.2252641014171567e-14
568,1.226607434870357e-14
569,1.2279631118791528e-14
570,1.2293521230358637e-14
571,1.2307642303209052e-14
572,1.2321841803814628e-14
573,1.2336269190052655e-14
574,1.2351224189814701e-14
575,1.2366441729245027e-14
576,1.2381241615177506e-14
577,1.2396172261362324e-14
578,1.24108858245524e-14
579,1.24250168548554e-14
580,1.2439446091041564e-14
581,1.2453866590498523e-14
582,1.246815879600534e-14
583,1.2482726177435089e-14
584,1.2497446701822905e-14
585,1.251248381451919e-14
586,1.2527814735304186e-14
587,1.2543277668898502e-14
588,1.2558853204069328e-14
589,1.2574071312798382e-14
590,1.2589097117502692e-14
591,1.2604336422585862e-14
592,1.2619763310669521e-14
593,1.2635352854133386e-14
594,1.2651214635917658e-14
595,1.2667281868568773e-14
596,1.2683213493485151e-14
597,1.2699161913404608e-14
598,1.2715066831345522e-14
599,1.273087452488136e-14
600,1.2746846557575943e-14
601,1.2762564356111152e-14
602,1.2778033327090964e-14
603,1.279340285038931e-14
604,1.2808693726801457e-14
605,1.2824003780688262e-14
606,1.2839422150324847e-14
607,1.285503772992474e-14
608,1.2870917459518372e-14
609,1.288705867206065e-14
610,1.2903400149901415e-14
611,1.2919892129007893e-14
612,1.2936228755282077e-14
613,1.2952393133974725e-14
614,1.296865169138601e-14
615,1.2984733570797736e-14
616,1.3000576462764292e-14
617,1.3016404144357838e-14
618,1.303242662647046e-14
619,1.3048790340302571e-14
620,1.3065558263505642e-14
621,1.3082681128008001e-14
622,1.3098946986111493e-14
623,1.311419682062833e-14
624,1.3129723445645042e-14
625,1.3145366970192196e-14
626,1.316102155403349e-14
627,1.3176960069878546e-14
628,1.319321184233029e-14
629,1.3209525605979667e-14
630,1.3225770572567564e-14
631,1.3241938623904363e-14
632,1.3258100007755648e-14
633,1.3274414700162845e-14
634,1.3290976371341283e-14
635,1.330803938449079e-14
636,1.3325414111392872e-14
637,1.3342778623267957e-14
638,1.3360826220709535e-14
639,1.3379106264286333e-14
640,1.3397546948037229e-14
641,1.3416643102509224e-14
642,1.3435941584276162e-14
643,1.3455623117455977e-14
644,1.34761998939321e-14
645,1.3497436284987048e-14
646,1.3518674578057541e-14
647,1.353967240737619e-14
648,1.3560649272407215e-14
649,1.3581330277712088e-14
650,1.3601844243945222e-14
651,1.3622849623806928e-14
652,1.364421093907493e-14
653,1.366555644403169e-14
654,1.3687640160414327e-14
655,1.3709715590721315e-14
656,1.3731015855925744e-14
657,1.3752426592020178e-14
658,1.3774178567365015e-14
659,1.3795963263133923e-14
660,1.3817758723194025e-14
661,1.38396866028624e-14
662,1.3861763361813003e-14
663,1.3883542853752013e-14
664,1.3904936064423036e-14
665,1.3926537038039388e-14
666,1.3947571736284249e-14
667,1.3968158755156269e-14
668,1.398916507473378e-14
669,1.4009871236369927e-14
670,1.403069504105249e-14
671,1.40520728232788e-14
672,1.4073304161758005e-14
673,1.4094630106864957e-14
674,1.4116129761586513e-14
675,1.4137419425391329e-14
676,1.4158929117186299e-14
677,1.4180762533504324e-14
678,1.4202767248383115e-14
679,1.4224836699901896e-14
680,1.424698329755885e-14
681,1.4269781926187513e-14
682,1.4293551159944883e-14
683,1.43171236988425e-14
684,1.434016764782197e-14
685,1.4363917399135724e-14
686,1.438786181214881e-14
687,1.4411975727827705e-14
688,1.443696800113256e-14
689,1.4462064219971042e-14
690,1.448713168808032e-14
691,1.45125026958067e-14
692,1.4538163279956994e-14
693,1.456425320566753e-14
694,1.4590268996738735e-14
695,1.4616830231944636e-14
696,1.464372710026303e-14
697,1.4670214321536863e-14
698,1.4697197673174895e-14
699,1.4724429510805243e-14
700,1.4751822103933248e-14
701,1.4780765890991075e-14
702,1.481000458086057e-14
703,1.4838214064200447e-14
704,1.486731860877236e-14
705,1.4897328657823656e-14
706,1.492648791913496e-14
707,1.4955566885795808e-14
708,1.4985282698152852e-14
709,1.5015305198969935e-14
710,1.5045217828298396e-14
711,1.5074933476840884e-14
712,1.5105064426720092e-14
713,1.51355770756559e-14
714,1.516719818452591e-14
715,1.519972878037537e-14
716,1.5231742338089786e-14
717,1.5264258802039306e-14
718,1.5297455558796683e-14
719,1.5330563069400914e-14
720,1.536411028952899e-14
721,1.5397926090444405e-14
722,1.5431538010033242e-14
723,1.5464774461942138e-14
724,1.549796113868489e-14
725,1.553173116342576e-14
726,1.556542805461734e-14
727,1.5598705270926642e-14
728,1.5632498135679485e-14
729,1.566692657241534e-14
730,1.570091242875996e-14
731,1.5734128849002185e-14
732,1.576758245912036e-14
733,1.5800815568103294e-14
734,1.5833244758380768e-14
735,1.586636963225807e-14
736,1.5899759007070184e-14
737,1.5931881269482973e-14
738,1.5964515204921524e-14
739,1.5997860837098076e-14
740,1.603013459293183e-14
741,1.6062874218920595e-14
742,1.6096768469599447e-14
743,1.613051803395905e-14
744,1.6164574996124336e-14
745,1.6199172795884885e-14
746,1.6233605881514274e-14
747,1.6268673745682243e-14
748,1.6304320568245527e-14
749,1.633969378686628e-14
750,1.6375810322201924e-14
751,1.6412126088184106e-14
752,1.644804732224025e-14
753,1.6485039655385054e-14
754,1.652226739607173e-14
755,1.6559285980783916e-14
756,1.6597688158130008e-14
757,1.6636838035790187e-14
758,1.6675891988601003e-14
759,1.6715709821048894e-14
760,1.6755565458326598e-14
761,1.679517352400119e-14
762,1.6836484220423378e-14
763,1.6878261516915378e-14
764,1.6918608800403512e-14
765,1.6960401409890922e-14
766,1.700358314656922e-14
767,1.704507183379029e-14
768,1.7087578735996818e-14
769,1.7131633416649116e-14
770,1.717375835743404e-14
771,1.7216869501676932e-14
772,1.726181722337593e-14
773,1.7305115114898436e-14
774,1.7348250442637228e-14
775,1.7392411836967206e-14
776,1.743514570786145e-14
777,1.747710945450268e-14
778,1.7520479383788416e-14
779,1.7563232250411113e-14
780,1.760462967550294e-14
781,1.7647014422202834e-14
782,1.7688933749612984e-14
783,1.7729184651931454e-14
784,1.7769846782713658e-14
785,1.7810735651112846e-14
786,1.785057303164628e-14
787,1.7890604198221663e-14
788,1.7931614587075078e-14
789,1.79721238352063e-14
790,1.801179172197369e-14
791,1.805131785210429e-14
792,1.809032456632267e-14
793,1.8129494721288933e-14
794,1.8169824825922212e-14
795,1.8210569648507976e-14
796,1.8251098916970508e-14
797,1.829186096632224e-14
798,1.8333474632134872e-14
799,1.8375177576886218e-14
800,1.841680003367179e-14
801,1.8459360183801425e-14
802,1.8501974650273403e-14
803,1.8544141992630933e-14
804,1.8586030827014098e-14
805,1.862728164834812e-14
806,1.8669095231895662e-14
807,1.8711017710324627e-14
808,1.8751847240542882e-14
809,1.8793390874265896e-14
810,1.883570644276541e-14
811,1.8877068319886737e-14
812,1.891865177642685e-14
813,1.896107577792297e-14
814,1.900334201291716e-14
815,1.9046533242334625e-14
816,1.9090748572749158e-14
817,1.9134314538830712e-14
818,1.9177670240032577e-14
819,1.9221442674365985e-14
820,1.9264799689485855e-14
821,1.930722247987193e-14
822,1.9349490679763093e-14
823,1.939270377243309e-14
824,1.9436116702150503e-14
825,1.9478987672204245e-14
826,1.9522370689154646e-14
827,1.9565657483155663e-14
828,1.9607774767712158e-14
829,1.9650270418696596e-14
830,1.969314913986398e-14
831,1.9734582383003067e-14
832,1.977541926552338e-14
833,1.9817079862582787e-14
834,1.9858627637747712e-14
835,1.989969779211159e-14
836,1.994107437261467e-14
837,1.9982833807823075e-14
838,2.0024818169493105e-14
839,2.0067056978946236e-14
840,2.0109450529785182e-14
841,2.015227312539193e-14
842,2.0195458452775093e-14
843,2.0238423703757124e-14
844,2.0281145858058896e-14
845,2.032413112126017e-14
846,2.0367124766791328e-14
847,2.0409641812316132e-14
848,2.0452068899820793e-14
849,2.0494654257019028e-14
850,2.0537113657445185e-14
851,2.0579549901817234e-14
852,2.062248573515227e-14
853,2.066551434354573e-14
854,2.0707708184667753e-14
855,2.0749649902314546e-14
856,2.0792261802773757e-14
857,2.0834811249737803e-14
858,2.0876762427140464e-14
859,2.0919084053969412e-14
860,2.096114942309675e-14
861,2.10021600717412e-14
862,2.1043857282559725e-14
863,2.1086147709704126e-14
864,2.1127234719627105e-14
865,2.1167768736351027e-14
866,2.1208819821142188e-14
867,2.1249665154078613e-14
868,2.1289759376652667e-14
869,2.133000075326729e-14
870,2.1370859287514334e-14
871,2.1411279482445356e-14
872,2.145061459932203e-14
873,2.1489890795133305e-14
874,2.1529499507443748e-14
875,2.1568368707833067e-14
876,2.1606455253947073e-14
877,2.1644541228023766e-14
878,2.1682557192621846e-14
879,2.1720262779514385e-14
880,2.1757636312950344e-14
881,2.179469561164369e-14
882,2.1831655925729874e-14
883,2.1868665444481616e-14
884,2.1905659917727216e-14
885,2.1942655600106563e-14
886,2.1979725081835465e-14
887,2.2016852817234086e-14
888,2.2053998398338578e-14
889,2.2091146432266938e-14
890,2.2128327069744528e-14
891,2.216557181719173e-14
892,2.220288932918179e-14
893,2.224037296208879e-14
894,2.2278223140916917e-14
895,2.2316350463471096e-14
896,2.2354369107117548e-14
897,2.239241098945572e-14
898,2.2430770865713504e-14
899,2.246909118700242e-14
900,2.2507322609902927e-14
901,2.254583363481265e-14
902,2.2584141897204342e-14
903,2.2621885498526112e-14
904,2.2659835072730845e-14
905,2.2698281576635787e-14
906,2.2736616271198805e-14
907,2.2774800373428083e-14
908,2.281344821094518e-14
909,2.2852474538372972e-14
910,2.2890971336664285e-14
911,2.292899511458468e-14
912,2.296758016139502e-14
913,2.3006527509722608e-14
914,2.30447983348657e-14
915,2.3082648204883892e-14
916,2.3120925155759902e-14
917,2.3159485639489456e-14
918,2.3197893342346156e-14
919,2.3236322190996226e-14
920,2.3274968489243187e-14
921,2.331349141270667e-14
922,2.3351690653986284e-14
923,2.338988815586577e-14
924,2.3428134428839053e-14
925,2.3466183105272313e-14
926,2.3504112477697308e-14
927,2.354205682152271e-14
928,2.357995135378357e-14
929,2.3617710368627683e-14
930,2.3655282590550776e-14
931,2.3692806959188433e-14
932,2.373047615216037e-14
933,2.3768138873532142e-14
934,2.38056636212499e-14
935,2.3843346939940497e-14
936,2.3881302610928397e-14
937,2.3919177761261995e-14
938,2.3956916798208443e-14
939,2.3994954668515155e-14
940,2.4033476198262002e-14
941,2.4072299600492863e-14
942,2.411139847692125e-14
943,2.4150959832935212e-14
944,2.419092970229445e-14
945,2.4230989709176333e-14
946,2.4271027097572165e-14
947,2.4311124627191776e-14
948,2.4351317670289057e-14
949,2.4391578740037282e-14
950,2.4431902369812917e-14
951,2.4472345209146782e-14
952,2.4512954926526864e-14
953,2.4553571960565564e-14
954,2.4594027564384984e-14
955,2.4634552330062523e-14
956,2.4675246274800084e-14
957,2.4715748163181245e-14
958,2.4756052186530308e-14
959,2.479646560925321e-14
960,2.4837019576007343e-14
961,2.4877823944419146e-14
962,2.4919033080728854e-14
963,2.49604463158348e-14
964,2.5001944736654637e-14
965,2.5043664118024395e-14
966,2.5085556769252788e-14
967,2.512730033516599e-14
968,2.516857544468584e-14
969,2.5209636943936472e-14
970,2.5251117298007253e-14
971,2.5292863986825863e-14
972,2.5334074363078223e-14
973,2.537477300645359e-14
974,2.541578928651224e-14
975,2.54572425448093e-14
976,2.5498425812729985e-14
977,2.5539176552563176e-14
978,2.558004259982005e-14
979,2.5621072831528705e-14
980,2.5661775405058905e-14
981,2.57021725035512e-14
982,2.5742706794438065e-14
983,2.578333807292961e-14
984,2.582369791748626e-14
985,2.5863820109269415e-14
986,2.5904009407045455e-14
987,2.594430529206909e-14
988,2.5984531022254935e-14
989,2.602464078838781e-14
990,2.6064737869129014e-14
991,2.6104888691717996e-14
992,2.6145081343349547e-14
993,2.618530291477352e-14
994,2.622555848954134e-14
995,2.626584461649997e-14
996,2.6306164873443695e-14
997,2.6346550400094817e-14
998,2.6387025983834717e-14
999,2.642758477634431e-14
1000,2.6468226983799685e-14
1001,2.6508984965423392e-14
1002,2.654986808707716e-14
1003,2.659074786867005e-14
1004,2.663146243573769e-14
1005,2.66720388403837e-14
1006,2.671263283266404e-14
1007,2.675330796024768e-14
1008,2.6794023089075176e-14
1009,2.6834756326108172e-14
1010,2.6875524147074002e-14
1011,2.6916340239876215e-14
1012,2.6957205217926105e-14
1013,2.6998119852498276e-14
1014,2.7039092858544053e-14
1015,2.7080133487278672e-14
1016,2.7121242002002346e-14
1017,2.716242198323113e-14
1018,2.720368411678534e-14
1019,2.7245042293252254e-14
1020,2.7286539765528556e-14
1021,2.7328249193691232e-14
1022,2.737021791663162e-14
1023,2.7412356505256542e-14
1024,2.745453545309792e-14
1025,2.749675394048278e-14
1026,2.7539051254262857e-14
1027,2.7581429292425963e-14
1028,2.762388233181743e-14
1029,2.7666413991077578e-14
1030,2.7709028420211053e-14
1031,2.7751726970763057e-14
1032,2.7794511204323503e-14
1033,2.783738400473171e-14
1034,2.7880350228955995e-14
1035,2.7923415449587708e-14
1036,2.796657927860659e-14
1037,2.800983878801767e-14
1038,2.8053178828582153e-14
1039,2.809656729295366e-14
1040,2.813997652401196e-14
1041,2.8183394632035364e-14
1042,2.8226903377441477e-14
1043,2.8270617361506682e-14
1044,2.8314448966525424e-14
1045,2.8358179480789585e-14
1046,2.8401842554877788e-14
1047,2.8445739584036653e-14
1048,2.848992474772765e-14
1049,2.853400850803326e-14
1050,2.8577750339455706e-14
1051,2.8621487998262435e-14
1052,2.866556904814602e-14
1053,2.870980872772034e-14
1054,2.875388877118535e-14
1055,2.8797944449453847e-14
1056,2.884233866276792e-14
1057,2.888699000442277e-14
1058,2.8931436028380467e-14
1059,2.8975574250477595e-14
1060,2.9019806811279703e-14
1061,2.906436516559463e-14
1062,2.910903843694905e-14
1063,2.915364198816964e-14
1064,2.9198279286141906e-14
1065,2.924308071188634e-14
1066,2.928797642741609e-14
1067,2.933284383645682e-14
1068,2.937772757253261e-14
1069,2.9422757811162266e-14
1070,2.946793512192272e-14
1071,2.951314932768893e-14
1072,2.9558369930829425e-14
1073,2.9603678107127837e-14
1074,2.96491207463124e-14
1075,2.969466387472039e-14
1076,2.974028974289766e-14
1077,2.9786018745592676e-14
1078,2.983184376812556e-14
1079,2.987774258182476e-14
1080,2.992373093988547e-14
1081,2.996983998298946e-14
1082,3.001608018363489e-14
1083,3.006244911709193e-14
1084,3.01089269352257e-14
1085,3.015549326234407e-14
1086,3.020214726988835e-14
1087,3.0248907285436216e-14
1088,3.0295796851611175e-14
1089,3.0342817232575453e-14
1090,3.0389962531143276e-14
1091,3.043723441186669e-14
1092,3.048463768262595e-14
1093,3.0532180129398926e-14
1094,3.057986327625341e-14
1095,3.062768731245748e-14
1096,3.067566462756928e-14
1097,3.072381025778986e-14
1098,3.077213332840506e-14
1099,3.082063649748469e-14
1100,3.0869327517624664e-14
1101,3.091825224115511e-14
1102,3.096746638155572e-14
1103,3.101690172100551e-14
1104,3.106637582719475e-14
1105,3.111578697513412e-14
1106,3.1165234286768674e-14
1107,3.1214839048970314e-14
1108,3.126463708226425e-14
1109,3.131461002850328e-14
1110,3.136472858867411e-14
1111,3.141495970980506e-14
1112,3.146529000926453e-14
1113,3.1515758884976293e-14
1114,3.156641286480215e-14
1115,3.161726757311338e-14
1116,3.166831575889635e-14
1117,3.171956437528399e-14
1118,3.177102975500951e-14
1119,3.182271781077391e-14
1120,3.1874643618556215e-14
1121,3.1926818489423336e-14
1122,3.197928693229104e-14
1123,3.203212532607308e-14
1124,3.2085291381502904e-14
1125,3.2138673644193144e-14
1126,3.219225152715407e-14
1127,3.224605289557149e-14
1128,3.230003731293817e-14
1129,3.2354120351418e-14
1130,3.2408284187058015e-14
1131,3.246257799661764e-14
1132,3.251702789457707e-14
1133,3.2571628873489105e-14
1134,3.262648729752017e-14
1135,3.268173949342696e-14
1136,3.2737364635101195e-14
1137,3.2793312958685387e-14
1138,3.284956621518039e-14
1139,3.29061023148961e-14
1140,3.2962968737023866e-14
1141,3.3020182200567784e-14
1142,3.307762151843027e-14
1143,3.313523786459483e-14
1144,3.3193214057386933e-14
1145,3.325168723795257e-14
1146,3.3310388282902943e-14
1147,3.3368800580363456e-14
1148,3.342675344525906e-14
1149,3.3484589605156e-14
1150,3.354263731778943e-14
1151,3.360083619730537e-14
1152,3.365894951397101e-14
1153,3.371700554346817e-14
1154,3.377527869486445e-14
1155,3.3833887478562027e-14
1156,3.3892563551062604e-14
1157,3.395104464959752e-14
1158,3.400943354077413e-14
1159,3.406802756176878e-14
1160,3.4126941276454434e-14
1161,3.418594602448583e-14
1162,3.424482989227987e-14
1163,3.430373594516041e-14
1164,3.436289412912296e-14
1165,3.4422271888620616e-14
1166,3.448165397208768e-14
1167,3.4540943663424055e-14
1168,3.460030628984595e-14
1169,3.465991151064213e-14
1170,3.471971659239147e-14
1171,3.4779622604689617e-14
1172,3.483967486230939e-14
1173,3.490000972594731e-14
1174,3.496057495238379e-14
1175,3.5021108495863943e-14
1176,3.5081502007534254e-14
1177,3.5141973922023504e-14
1178,3.52026602814512e-14
1179,3.526344186370125e-14
1180,3.5324206549117835e-14
1181,3.538503214589312e-14
1182,3.5445978982388934e-14
1183,3.550691163276002e-14
1184,3.556785272956289e-14
1185,3.562895909261139e-14
1186,3.5690135359294826e-14
1187,3.575117180988437e-14
1188,3.581212796350624e-14
1189,3.5873273814508004e-14
1190,3.593467691344127e-14
1191,3.599613815812699e-14
1192,3.605744905496301e-14
1193,3.611865671100957e-14
1194,3.618001893946762e-14
1195,3.62415669615517e-14
