,Energy [eV]
1781,1781.2603
1782,1782.2604
1783,1783.2605
1784,1784.2606
1785,1785.2607
1786,1786.2608
1787,1787.2608
1788,1788.2609
1789,1789.261
1790,1790.2611
1791,1791.2612
1792,1792.2613
1793,1793.2614
1794,1794.2615
1795,1795.2616
1796,1796.2617
1797,1797.2617
1798,1798.2618
1799,1799.2619
1800,1800.262
1801,1801.2621
1802,1802.2622
1803,1803.2623
1804,1804.2624
1805,1805.2625
1806,1806.2626
1807,1807.2626
1808,1808.2627
1809,1809.2628
1810,1810.2629
1811,1811.263
1812,1812.2631
1813,1813.2632
1814,1814.2633
1815,1815.2634
1816,1816.2635
1817,1817.2635
1818,1818.2636
1819,1819.2637
1820,1820.2638
1821,1821.2639
1822,1822.264
1823,1823.2641
1824,1824.2642
1825,1825.2643
1826,1826.2644
1827,1827.2644
1828,1828.2645
1829,1829.2646
1830,1830.2647
1831,1831.2648
1832,1832.2649
1833,1833.265
1834,1834.2651
1835,1835.2652
1836,1836.2653
1837,1837.2653
1838,1838.2654
1839,1839.2655
1840,1840.2656
1841,1841.2657
1842,1842.2658
1843,1843.2659
1844,1844.266
1845,1845.2661
1846,1846.2662
1847,1847.2662
1848,1848.2663
1849,1849.2664
1850,1850.2665
1851,1851.2666
1852,1852.2667
1853,1853.2668
1854,1854.2669
1855,1855.267
1856,1856.2671
1857,1857.2671
1858,1858.2672
1859,1859.2673
1860,1860.2674
1861,1861.2675
1862,1862.2676
1863,1863.2677
1864,1864.2678
1865,1865.2679
1866,1866.268
1867,1867.268
1868,1868.2681
1869,1869.2682
1870,1870.2683
1871,1871.2684
1872,1872.2685
1873,1873.2686
1874,1874.2687
1875,1875.2688
1876,1876.2689
1877,1877.2689
1878,1878.269
1879,1879.2691
1880,1880.2692
1881,1881.2693
1882,1882.2694
1883,1883.2695
1884,1884.2696
1885,1885.2697
1886,1886.2698
1887,1887.2698
1888,1888.2699
1889,1889.27
1890,1890.2701
1891,1891.2702
1892,1892.2703
1893,1893.2704
1894,1894.2705
1895,1895.2706
1896,1896.2707
1897,1897.2707
1898,1898.2708
1899,1899.2709
1900,1900.271
1901,1901.2711
1902,1902.2712
1903,1903.2713
1904,1904.2714
1905,1905.2715
1906,1906.2716
1907,1907.2716
1908,1908.2717
1909,1909.2718
1910,1910.2719
1911,1911.272
1912,1912.2721
1913,1913.2722
1914,1914.2723
1915,1915.2724
1916,1916.2725
1917,1917.2725
1918,1918.2726
1919,1919.2727
1920,1920.2728
1921,1921.2729
1922,1922.273
1923,1923.2731
1924,1924.2732
1925,1925.2733
1926,1926.2734
1927,1927.2734
1928,1928.2735
1929,1929.2736
1930,1930.2737
1931,1931.2738
1932,1932.2739
1933,1933.274
1934,1934.2741
1935,1935.2742
1936,1936.2743
1937,1937.2743
1938,1938.2744
1939,1939.2745
1940,1940.2746
1941,1941.2747
1942,1942.2748
1943,1943.2749
1944,1944.275
1945,1945.2751
1946,1946.2752
1947,1947.2752
1948,1948.2753
1949,1949.2754
1950,1950.2755
1951,1951.2756
1952,1952.2757
1953,1953.2758
1954,1954.2759
1955,1955.276
1956,1956.2761
1957,1957.2761
1958,1958.2762
1959,1959.2763
1960,1960.2764
1961,1961.2765
1962,1962.2766
1963,1963.2767
1964,1964.2768
1965,1965.2769
1966,1966.277
1967,1967.277
1968,1968.2771
1969,1969.2772
1970,1970.2773
1971,1971.2774
1972,1972.2775
1973,1973.2776
1974,1974.2777
1975,1975.2778
1976,1976.2779
1977,1977.2779
1978,1978.278
1979,1979.2781
1980,1980.2782
1981,1981.2783
1982,1982.2784
1983,1983.2785
1984,1984.2786
1985,1985.2787
1986,1986.2788
1987,1987.2788
1988,1988.2789
1989,1989.279
1990,1990.2791
1991,1991.2792
1992,1992.2793
1993,1993.2794
1994,1994.2795
1995,1995.2796
1996,1996.2797
1997,1997.2797
1998,1998.2798
1999,1999.2799
2000,2000.28
2001,2001.2801
2002,2002.2802
2003,2003.2803
2004,2004.2804
2005,2005.2805
2006,2006.2806
2007,2007.2806
2008,2008.2807
2009,2009.2808
2010,2010.2809
2011,2011.281
2012,2012.2811
2013,2013.2812
2014,2014.2813
2015,2015.2814
2016,2016.2815
2017,2017.2815
2018,2018.2816
2019,2019.2817
2020,2020.2818
2021,2021.2819
2022,2022.282
2023,2023.2821
2024,2024.2822
2025,2025.2823
2026,2026.2824
2027,2027.2824
2028,2028.2825
2029,2029.2826
2030,2030.2827
2031,2031.2828
2032,2032.2829
2033,2033.283
2034,2034.2831
2035,2035.2832
2036,2036.2833
2037,2037.2833
2038,2038.2834
2039,2039.2835
2040,2040.2836
2041,2041.2837
2042,2042.2838
2043,2043.2839
2044,2044.284
2045,2045.2841
2046,2046.2842
2047,2047.2842
2048,2048.2843
2049,2049.2844
2050,2050.2845
2051,2051.2846
2052,2052.2847
2053,2053.2848
2054,2054.2849
2055,2055.285
2056,2056.2851
2057,2057.2851
2058,2058.2852
2059,2059.2853
2060,2060.2854
2061,2061.2855
2062,2062.2856
2063,2063.2857
2064,2064.2858
2065,2065.2859
2066,2066.286
2067,2067.286
2068,2068.2861
2069,2069.2862
2070,2070.2863
2071,2071.2864
2072,2072.2865
2073,2073.2866
2074,2074.2867
2075,2075.2868
2076,2076.2869
2077,2077.2869
2078,2078.287
2079,2079.2871
2080,2080.2872
2081,2081.2873
2082,2082.2874
2083,2083.2875
2084,2084.2876
2085,2085.2877
2086,2086.2878
2087,2087.2878
2088,2088.2879
2089,2089.288
2090,2090.2881
2091,2091.2882
2092,2092.2883
2093,2093.2884
2094,2094.2885
2095,2095.2886
2096,2096.2887
2097,2097.2887
2098,2098.2888
2099,2099.2889
2100,2100.289
2101,2101.2891
2102,2102.2892
2103,2103.2893
2104,2104.2894
2105,2105.2895
2106,2106.2896
2107,2107.2896
2108,2108.2897
2109,2109.2898
2110,2110.2899
2111,2111.29
2112,2112.2901
2113,2113.2902
2114,2114.2903
2115,2115.2904
2116,2116.2905
2117,2117.2905
2118,2118.2906
2119,2119.2907
2120,2120.2908
2121,2121.2909
2122,2122.291
2123,2123.2911
2124,2124.2912
2125,2125.2913
2126,2126.2914
2127,2127.2914
2128,2128.2915
2129,2129.2916
2130,2130.2917
2131,2131.2918
2132,2132.2919
2133,2133.292
2134,2134.2921
2135,2135.2922
2136,2136.2923
2137,2137.2923
2138,2138.2924
2139,2139.2925
2140,2140.2926
2141,2141.2927
2142,2142.2928
2143,2143.2929
2144,2144.293
2145,2145.2931
2146,2146.2932
2147,2147.2932
2148,2148.2933
2149,2149.2934
2150,2150.2935
2151,2151.2936
2152,2152.2937
2153,2153.2938
2154,2154.2939
2155,2155.294
2156,2156.2941
2157,2157.2941
2158,2158.2942
2159,2159.2943
2160,2160.2944
2161,2161.2945
2162,2162.2946
2163,2163.2947
2164,2164.2948
2165,2165.2949
2166,2166.295
2167,2167.295
2168,2168.2951
2169,2169.2952
2170,2170.2953
2171,2171.2954
2172,2172.2955
2173,2173.2956
2174,2174.2957
2175,2175.2958
2176,2176.2959
2177,2177.2959
2178,2178.296
2179,2179.2961
2180,2180.2962
2181,2181.2963
2182,2182.2964
2183,2183.2965
2184,2184.2966
2185,2185.2967
2186,2186.2968
2187,2187.2968
2188,2188.2969
2189,2189.297
2190,2190.2971
2191,2191.2972
2192,2192.2973
2193,2193.2974
2194,2194.2975
2195,2195.2976
2196,2196.2977
2197,2197.2977
2198,2198.2978
2199,2199.2979
2200,2200.298
2201,2201.2981
2202,2202.2982
2203,2203.2983
2204,2204.2984
2205,2205.2985
2206,2206.2986
2207,2207.2986
2208,2208.2987
2209,2209.2988
2210,2210.2989
2211,2211.299
2212,2212.2991
2213,2213.2992
2214,2214.2993
2215,2215.2994
2216,2216.2995
2217,2217.2995
2218,2218.2996
2219,2219.2997
2220,2220.2998
2221,2221.2999
2222,2222.3
2223,2223.3001
2224,2224.3002
2225,2225.3003
2226,2226.3004
2227,2227.3005
2228,2228.3005
2229,2229.3006
2230,2230.3007
2231,2231.3008
2232,2232.3009
2233,2233.301
2234,2234.3011
2235,2235.3012
2236,2236.3013
2237,2237.3014
2238,2238.3014
2239,2239.3015
2240,2240.3016
2241,2241.3017
2242,2242.3018
2243,2243.3019
2244,2244.302
2245,2245.3021
2246,2246.3022
2247,2247.3023
2248,2248.3023
2249,2249.3024
2250,2250.3025
2251,2251.3026
2252,2252.3027
2253,2253.3028
2254,2254.3029
2255,2255.303
2256,2256.3031
2257,2257.3032
2258,2258.3032
2259,2259.3033
2260,2260.3034
2261,2261.3035
2262,2262.3036
2263,2263.3037
2264,2264.3038
2265,2265.3039
2266,2266.304
2267,2267.3041
2268,2268.3041
2269,2269.3042
2270,2270.3043
2271,2271.3044
2272,2272.3045
2273,2273.3046
2274,2274.3047
2275,2275.3048
2276,2276.3049
2277,2277.305
2278,2278.305
2279,2279.3051
2280,2280.3052
2281,2281.3053
2282,2282.3054
2283,2283.3055
2284,2284.3056
2285,2285.3057
2286,2286.3058
2287,2287.3059
2288,2288.3059
2289,2289.306
2290,2290.3061
2291,2291.3062
2292,2292.3063
2293,2293.3064
2294,2294.3065
2295,2295.3066
2296,2296.3067
2297,2297.3068
2298,2298.3068
2299,2299.3069
2300,2300.307
2301,2301.3071
2302,2302.3072
2303,2303.3073
2304,2304.3074
2305,2305.3075
2306,2306.3076
2307,2307.3077
2308,2308.3077
2309,2309.3078
2310,2310.3079
2311,2311.308
2312,2312.3081
2313,2313.3082
2314,2314.3083
2315,2315.3084
2316,2316.3085
2317,2317.3086
2318,2318.3086
2319,2319.3087
2320,2320.3088
2321,2321.3089
2322,2322.309
2323,2323.3091
2324,2324.3092
2325,2325.3093
2326,2326.3094
2327,2327.3095
2328,2328.3095
2329,2329.3096
2330,2330.3097
2331,2331.3098
2332,2332.3099
2333,2333.31
2334,2334.3101
2335,2335.3102
2336,2336.3103
2337,2337.3104
2338,2338.3104
2339,2339.3105
2340,2340.3106
2341,2341.3107
2342,2342.3108
2343,2343.3109
2344,2344.311
2345,2345.3111
2346,2346.3112
2347,2347.3113
2348,2348.3113
2349,2349.3114
2350,2350.3115
2351,2351.3116
2352,2352.3117
2353,2353.3118
2354,2354.3119
2355,2355.312
2356,2356.3121
2357,2357.3122
2358,2358.3122
2359,2359.3123
2360,2360.3124
2361,2361.3125
2362,2362.3126
2363,2363.3127
2364,2364.3128
2365,2365.3129
2366,2366.313
2367,2367.3131
2368,2368.3131
2369,2369.3132
2370,2370.3133
2371,2371.3134
2372,2372.3135
2373,2373.3136
2374,2374.3137
2375,2375.3138
2376,2376.3139
2377,2377.314
2378,2378.314
2379,2379.3141
2380,2380.3142
2381,2381.3143
2382,2382.3144
2383,2383.3145
2384,2384.3146
2385,2385.3147
2386,2386.3148
2387,2387.3149
2388,2388.3149
2389,2389.315
2390,2390.3151
2391,2391.3152
2392,2392.3153
2393,2393.3154
2394,2394.3155
2395,2395.3156
2396,2396.3157
2397,2397.3158
2398,2398.3158
2399,2399.3159
2400,2400.316
2401,2401.3161
2402,2402.3162
2403,2403.3163
2404,2404.3164
2405,2405.3165
2406,2406.3166
2407,2407.3167
2408,2408.3167
2409,2409.3168
2410,2410.3169
2411,2411.317
2412,2412.3171
2413,2413.3172
2414,2414.3173
2415,2415.3174
2416,2416.3175
2417,2417.3176
2418,2418.3176
2419,2419.3177
2420,2420.3178
2421,2421.3179
2422,2422.318
2423,2423.3181
2424,2424.3182
2425,2425.3183
2426,2426.3184
2427,2427.3185
2428,2428.3185
2429,2429.3186
2430,2430.3187
2431,2431.3188
2432,2432.3189
2433,2433.319
2434,2434.3191
2435,2435.3192
2436,2436.3193
2437,2437.3194
2438,2438.3194
2439,2439.3195
2440,2440.3196
2441,2441.3197
2442,2442.3198
2443,2443.3199
2444,2444.32
2445,2445.3201
2446,2446.3202
2447,2447.3203
2448,2448.3203
2449,2449.3204
2450,2450.3205
2451,2451.3206
2452,2452.3207
2453,2453.3208
2454,2454.3209
2455,2455.321
2456,2456.3211
2457,2457.3212
2458,2458.3212
2459,2459.3213
2460,2460.3214
2461,2461.3215
2462,2462.3216
2463,2463.3217
2464,2464.3218
2465,2465.3219
2466,2466.322
2467,2467.3221
2468,2468.3221
2469,2469.3222
2470,2470.3223
2471,2471.3224
2472,2472.3225
2473,2473.3226
2474,2474.3227
2475,2475.3228
2476,2476.3229
2477,2477.323
2478,2478.323
2479,2479.3231
2480,2480.3232
2481,2481.3233
2482,2482.3234
2483,2483.3235
2484,2484.3236
2485,2485.3237
2486,2486.3238
2487,2487.3239
2488,2488.3239
2489,2489.324
2490,2490.3241
2491,2491.3242
2492,2492.3243
2493,2493.3244
2494,2494.3245
2495,2495.3246
2496,2496.3247
2497,2497.3248
2498,2498.3248
2499,2499.3249
2500,2500.325
2501,2501.3251
2502,2502.3252
2503,2503.3253
2504,2504.3254
2505,2505.3255
2506,2506.3256
2507,2507.3257
2508,2508.3257
2509,2509.3258
2510,2510.3259
2511,2511.326
2512,2512.3261
2513,2513.3262
2514,2514.3263
2515,2515.3264
2516,2516.3265
2517,2517.3266
2518,2518.3266
2519,2519.3267
2520,2520.3268
2521,2521.3269
2522,2522.327
2523,2523.3271
2524,2524.3272
2525,2525.3273
2526,2526.3274
2527,2527.3275
2528,2528.3275
2529,2529.3276
2530,2530.3277
2531,2531.3278
2532,2532.3279
2533,2533.328
2534,2534.3281
2535,2535.3282
2536,2536.3283
2537,2537.3284
2538,2538.3284
2539,2539.3285
2540,2540.3286
2541,2541.3287
2542,2542.3288
2543,2543.3289
2544,2544.329
2545,2545.3291
2546,2546.3292
2547,2547.3293
2548,2548.3293
2549,2549.3294
2550,2550.3295
2551,2551.3296
2552,2552.3297
2553,2553.3298
2554,2554.3299
2555,2555.33
2556,2556.3301
2557,2557.3302
2558,2558.3302
2559,2559.3303
2560,2560.3304
2561,2561.3305
2562,2562.3306
2563,2563.3307
2564,2564.3308
2565,2565.3309
2566,2566.331
2567,2567.3311
2568,2568.3311
2569,2569.3312
2570,2570.3313
2571,2571.3314
2572,2572.3315
2573,2573.3316
2574,2574.3317
2575,2575.3318
2576,2576.3319
2577,2577.332
2578,2578.332
2579,2579.3321
2580,2580.3322
2581,2581.3323
2582,2582.3324
2583,2583.3325
2584,2584.3326
2585,2585.3327
2586,2586.3328
2587,2587.3329
2588,2588.3329
2589,2589.333
2590,2590.3331
2591,2591.3332
2592,2592.3333
2593,2593.3334
2594,2594.3335
2595,2595.3336
2596,2596.3337
2597,2597.3338
2598,2598.3338
2599,2599.3339
2600,2600.334
2601,2601.3341
2602,2602.3342
2603,2603.3343
2604,2604.3344
2605,2605.3345
2606,2606.3346
2607,2607.3347
2608,2608.3347
2609,2609.3348
2610,2610.3349
2611,2611.335
2612,2612.3351
2613,2613.3352
2614,2614.3353
2615,2615.3354
2616,2616.3355
2617,2617.3356
2618,2618.3356
2619,2619.3357
2620,2620.3358
2621,2621.3359
2622,2622.336
2623,2623.3361
2624,2624.3362
2625,2625.3363
2626,2626.3364
2627,2627.3365
2628,2628.3365
2629,2629.3366
2630,2630.3367
2631,2631.3368
2632,2632.3369
2633,2633.337
2634,2634.3371
2635,2635.3372
2636,2636.3373
2637,2637.3374
2638,2638.3374
2639,2639.3375
2640,2640.3376
2641,2641.3377
2642,2642.3378
2643,2643.3379
2644,2644.338
2645,2645.3381
2646,2646.3382
2647,2647.3383
2648,2648.3383
2649,2649.3384
2650,2650.3385
2651,2651.3386
2652,2652.3387
2653,2653.3388
2654,2654.3389
2655,2655.339
2656,2656.3391
2657,2657.3392
2658,2658.3392
2659,2659.3393
2660,2660.3394
2661,2661.3395
2662,2662.3396
2663,2663.3397
2664,2664.3398
2665,2665.3399
2666,2666.34
2667,2667.3401
2668,2668.3401
2669,2669.3402
2670,2670.3403
2671,2671.3404
2672,2672.3405
2673,2673.3406
2674,2674.3407
2675,2675.3408
2676,2676.3409
2677,2677.341
2678,2678.341
2679,2679.3411
2680,2680.3412
2681,2681.3413
2682,2682.3414
2683,2683.3415
2684,2684.3416
2685,2685.3417
2686,2686.3418
2687,2687.3419
2688,2688.3419
2689,2689.342
2690,2690.3421
2691,2691.3422
2692,2692.3423
2693,2693.3424
2694,2694.3425
2695,2695.3426
2696,2696.3427
2697,2697.3428
2698,2698.3428
2699,2699.3429
2700,2700.343
2701,2701.3431
2702,2702.3432
2703,2703.3433
2704,2704.3434
2705,2705.3435
2706,2706.3436
2707,2707.3437
2708,2708.3437
2709,2709.3438
2710,2710.3439
2711,2711.344
2712,2712.3441
2713,2713.3442
2714,2714.3443
2715,2715.3444
2716,2716.3445
2717,2717.3446
2718,2718.3446
2719,2719.3447
2720,2720.3448
2721,2721.3449
2722,2722.345
2723,2723.3451
2724,2724.3452
2725,2725.3453
2726,2726.3454
2727,2727.3455
2728,2728.3455
2729,2729.3456
2730,2730.3457
2731,2731.3458
2732,2732.3459
2733,2733.346
2734,2734.3461
2735,2735.3462
2736,2736.3463
2737,2737.3464
2738,2738.3464
2739,2739.3465
2740,2740.3466
2741,2741.3467
2742,2742.3468
2743,2743.3469
2744,2744.347
2745,2745.3471
2746,2746.3472
2747,2747.3473
2748,2748.3473
2749,2749.3474
2750,2750.3475
2751,2751.3476
2752,2752.3477
2753,2753.3478
2754,2754.3479
2755,2755.348
2756,2756.3481
2757,2757.3482
2758,2758.3482
2759,2759.3483
2760,2760.3484
2761,2761.3485
2762,2762.3486
2763,2763.3487
2764,2764.3488
2765,2765.3489
2766,2766.349
2767,2767.3491
2768,2768.3491
2769,2769.3492
2770,2770.3493
2771,2771.3494
2772,2772.3495
2773,2773.3496
2774,2774.3497
2775,2775.3498
2776,2776.3499
2777,2777.35
2778,2778.35
2779,2779.3501
2780,2780.3502
2781,2781.3503
2782,2782.3504
2783,2783.3505
2784,2784.3506
2785,2785.3507
2786,2786.3508
2787,2787.3509
2788,2788.3509
2789,2789.351
2790,2790.3511
2791,2791.3512
2792,2792.3513
2793,2793.3514
2794,2794.3515
2795,2795.3516
2796,2796.3517
2797,2797.3518
2798,2798.3518
2799,2799.3519
2800,2800.352
2801,2801.3521
2802,2802.3522
2803,2803.3523
2804,2804.3524
2805,2805.3525
2806,2806.3526
2807,2807.3527
2808,2808.3527
2809,2809.3528
2810,2810.3529
2811,2811.353
2812,2812.3531
2813,2813.3532
2814,2814.3533
2815,2815.3534
2816,2816.3535
2817,2817.3536
2818,2818.3536
2819,2819.3537
2820,2820.3538
2821,2821.3539
2822,2822.354
2823,2823.3541
2824,2824.3542
2825,2825.3543
2826,2826.3544
2827,2827.3545
2828,2828.3545
2829,2829.3546
2830,2830.3547
2831,2831.3548
2832,2832.3549
2833,2833.355
2834,2834.3551
2835,2835.3552
2836,2836.3553
2837,2837.3554
2838,2838.3554
2839,2839.3555
2840,2840.3556
2841,2841.3557
2842,2842.3558
2843,2843.3559
2844,2844.356
2845,2845.3561
2846,2846.3562
2847,2847.3563
2848,2848.3563
2849,2849.3564
2850,2850.3565
2851,2851.3566
2852,2852.3567
2853,2853.3568
2854,2854.3569
2855,2855.357
2856,2856.3571
2857,2857.3572
2858,2858.3572
2859,2859.3573
2860,2860.3574
2861,2861.3575
2862,2862.3576
2863,2863.3577
2864,2864.3578
2865,2865.3579
2866,2866.358
2867,2867.3581
2868,2868.3581
2869,2869.3582
2870,2870.3583
2871,2871.3584
2872,2872.3585
2873,2873.3586
2874,2874.3587
2875,2875.3588
2876,2876.3589
2877,2877.359
2878,2878.359
2879,2879.3591
2880,2880.3592
2881,2881.3593
2882,2882.3594
2883,2883.3595
2884,2884.3596
2885,2885.3597
2886,2886.3598
2887,2887.3599
2888,2888.3599
2889,2889.36
2890,2890.3601
2891,2891.3602
2892,2892.3603
2893,2893.3604
2894,2894.3605
2895,2895.3606
2896,2896.3607
2897,2897.3608
2898,2898.3608
2899,2899.3609
2900,2900.361
2901,2901.3611
2902,2902.3612
2903,2903.3613
2904,2904.3614
2905,2905.3615
2906,2906.3616
2907,2907.3617
2908,2908.3617
2909,2909.3618
2910,2910.3619
2911,2911.362
2912,2912.3621
2913,2913.3622
2914,2914.3623
2915,2915.3624
2916,2916.3625
2917,2917.3626
2918,2918.3626
2919,2919.3627
2920,2920.3628
2921,2921.3629
2922,2922.363
2923,2923.3631
2924,2924.3632
2925,2925.3633
2926,2926.3634
2927,2927.3635
2928,2928.3635
2929,2929.3636
2930,2930.3637
2931,2931.3638
2932,2932.3639
2933,2933.364
2934,2934.3641
2935,2935.3642
2936,2936.3643
2937,2937.3644
2938,2938.3644
2939,2939.3645
2940,2940.3646
2941,2941.3647
2942,2942.3648
2943,2943.3649
2944,2944.365
2945,2945.3651
2946,2946.3652
2947,2947.3653
2948,2948.3653
2949,2949.3654
2950,2950.3655
2951,2951.3656
2952,2952.3657
2953,2953.3658
2954,2954.3659
2955,2955.366
2956,2956.3661
2957,2957.3662
2958,2958.3662
2959,2959.3663
2960,2960.3664
2961,2961.3665
2962,2962.3666
2963,2963.3667
2964,2964.3668
2965,2965.3669
2966,2966.367
2967,2967.3671
2968,2968.3671
2969,2969.3672
2970,2970.3673
2971,2971.3674
2972,2972.3675
2973,2973.3676
2974,2974.3677
2975,2975.3678
2976,2976.3679
2977,2977.368
2978,2978.368
2979,2979.3681
2980,2980.3682
2981,2981.3683
2982,2982.3684
2983,2983.3685
2984,2984.3686
2985,2985.3687
2986,2986.3688
2987,2987.3689
2988,2988.3689
2989,2989.369
2990,2990.3691
2991,2991.3692
2992,2992.3693
2993,2993.3694
2994,2994.3695
2995,2995.3696
2996,2996.3697
2997,2997.3698
2998,2998.3698
2999,2999.3699
3000,3000.37
3001,3001.3701
3002,3002.3702
3003,3003.3703
3004,3004.3704
3005,3005.3705
3006,3006.3706
3007,3007.3707
3008,3008.3707
3009,3009.3708
3010,3010.3709
3011,3011.371
3012,3012.3711
3013,3013.3712
3014,3014.3713
3015,3015.3714
3016,3016.3715
3017,3017.3716
3018,3018.3716
3019,3019.3717
3020,3020.3718
3021,3021.3719
3022,3022.372
3023,3023.3721
3024,3024.3722
3025,3025.3723
3026,3026.3724
3027,3027.3725
3028,3028.3725
3029,3029.3726
3030,3030.3727
3031,3031.3728
3032,3032.3729
3033,3033.373
3034,3034.3731
3035,3035.3732
3036,3036.3733
3037,3037.3734
3038,3038.3734
3039,3039.3735
3040,3040.3736
3041,3041.3737
3042,3042.3738
3043,3043.3739
3044,3044.374
3045,3045.3741
3046,3046.3742
3047,3047.3743
3048,3048.3743
3049,3049.3744
3050,3050.3745
3051,3051.3746
3052,3052.3747
3053,3053.3748
3054,3054.3749
3055,3055.375
3056,3056.3751
3057,3057.3752
3058,3058.3752
3059,3059.3753
3060,3060.3754
3061,3061.3755
3062,3062.3756
3063,3063.3757
3064,3064.3758
3065,3065.3759
3066,3066.376
3067,3067.3761
3068,3068.3761
3069,3069.3762
3070,3070.3763
3071,3071.3764
3072,3072.3765
3073,3073.3766
3074,3074.3767
3075,3075.3768
3076,3076.3769
3077,3077.377
3078,3078.377
3079,3079.3771
3080,3080.3772
3081,3081.3773
3082,3082.3774
3083,3083.3775
3084,3084.3776
3085,3085.3777
3086,3086.3778
3087,3087.3779
3088,3088.3779
3089,3089.378
3090,3090.3781
3091,3091.3782
3092,3092.3783
3093,3093.3784
3094,3094.3785
3095,3095.3786
3096,3096.3787
3097,3097.3788
3098,3098.3788
3099,3099.3789
3100,3100.379
3101,3101.3791
3102,3102.3792
3103,3103.3793
3104,3104.3794
3105,3105.3795
3106,3106.3796
3107,3107.3797
3108,3108.3797
3109,3109.3798
3110,3110.3799
3111,3111.38
3112,3112.3801
3113,3113.3802
3114,3114.3803
3115,3115.3804
3116,3116.3805
3117,3117.3806
3118,3118.3806
3119,3119.3807
3120,3120.3808
3121,3121.3809
3122,3122.381
3123,3123.3811
3124,3124.3812
3125,3125.3813
3126,3126.3814
3127,3127.3815
3128,3128.3815
3129,3129.3816
3130,3130.3817
3131,3131.3818
3132,3132.3819
3133,3133.382
3134,3134.3821
3135,3135.3822
3136,3136.3823
3137,3137.3824
3138,3138.3824
3139,3139.3825
3140,3140.3826
3141,3141.3827
3142,3142.3828
3143,3143.3829
3144,3144.383
3145,3145.3831
3146,3146.3832
3147,3147.3833
3148,3148.3833
3149,3149.3834
3150,3150.3835
3151,3151.3836
3152,3152.3837
3153,3153.3838
3154,3154.3839
3155,3155.384
3156,3156.3841
3157,3157.3842
3158,3158.3842
3159,3159.3843
3160,3160.3844
3161,3161.3845
3162,3162.3846
3163,3163.3847
3164,3164.3848
3165,3165.3849
3166,3166.385
3167,3167.3851
3168,3168.3851
3169,3169.3852
3170,3170.3853
3171,3171.3854
3172,3172.3855
3173,3173.3856
3174,3174.3857
3175,3175.3858
3176,3176.3859
3177,3177.386
3178,3178.386
3179,3179.3861
3180,3180.3862
3181,3181.3863
3182,3182.3864
3183,3183.3865
3184,3184.3866
3185,3185.3867
3186,3186.3868
3187,3187.3869
3188,3188.3869
3189,3189.387
3190,3190.3871
3191,3191.3872
3192,3192.3873
3193,3193.3874
3194,3194.3875
3195,3195.3876
3196,3196.3877
3197,3197.3878
3198,3198.3878
3199,3199.3879
3200,3200.388
3201,3201.3881
3202,3202.3882
3203,3203.3883
3204,3204.3884
3205,3205.3885
3206,3206.3886
3207,3207.3887
3208,3208.3887
3209,3209.3888
3210,3210.3889
3211,3211.389
3212,3212.3891
3213,3213.3892
3214,3214.3893
3215,3215.3894
3216,3216.3895
3217,3217.3896
3218,3218.3896
3219,3219.3897
3220,3220.3898
3221,3221.3899
3222,3222.39
3223,3223.3901
3224,3224.3902
3225,3225.3903
3226,3226.3904
3227,3227.3905
3228,3228.3905
3229,3229.3906
3230,3230.3907
3231,3231.3908
3232,3232.3909
3233,3233.391
3234,3234.3911
3235,3235.3912
3236,3236.3913
3237,3237.3914
3238,3238.3914
3239,3239.3915
3240,3240.3916
3241,3241.3917
3242,3242.3918
3243,3243.3919
3244,3244.392
3245,3245.3921
3246,3246.3922
3247,3247.3923
3248,3248.3923
3249,3249.3924
3250,3250.3925
3251,3251.3926
3252,3252.3927
3253,3253.3928
3254,3254.3929
3255,3255.393
3256,3256.3931
3257,3257.3932
3258,3258.3932
3259,3259.3933
3260,3260.3934
3261,3261.3935
3262,3262.3936
3263,3263.3937
3264,3264.3938
3265,3265.3939
3266,3266.394
3267,3267.3941
3268,3268.3941
3269,3269.3942
3270,3270.3943
3271,3271.3944
3272,3272.3945
3273,3273.3946
3274,3274.3947
3275,3275.3948
3276,3276.3949
3277,3277.395
3278,3278.395
3279,3279.3951
3280,3280.3952
3281,3281.3953
3282,3282.3954
3283,3283.3955
3284,3284.3956
3285,3285.3957
3286,3286.3958
3287,3287.3959
3288,3288.3959
3289,3289.396
3290,3290.3961
3291,3291.3962
3292,3292.3963
3293,3293.3964
3294,3294.3965
3295,3295.3966
3296,3296.3967
3297,3297.3968
3298,3298.3968
3299,3299.3969
3300,3300.397
3301,3301.3971
3302,3302.3972
3303,3303.3973
3304,3304.3974
3305,3305.3975
3306,3306.3976
3307,3307.3977
3308,3308.3977
3309,3309.3978
3310,3310.3979
3311,3311.398
3312,3312.3981
3313,3313.3982
3314,3314.3983
3315,3315.3984
3316,3316.3985
3317,3317.3986
3318,3318.3986
3319,3319.3987
3320,3320.3988
3321,3321.3989
3322,3322.399
3323,3323.3991
3324,3324.3992
3325,3325.3993
3326,3326.3994
3327,3327.3995
3328,3328.3995
3329,3329.3996
3330,3330.3997
3331,3331.3998
3332,3332.3999
3333,3333.4
3334,3334.4001
3335,3335.4002
3336,3336.4003
3337,3337.4004
3338,3338.4005
3339,3339.4005
3340,3340.4006
3341,3341.4007
3342,3342.4008
3343,3343.4009
3344,3344.401
3345,3345.4011
3346,3346.4012
3347,3347.4013
3348,3348.4014
3349,3349.4014
3350,3350.4015
3351,3351.4016
